date,district,enrol_total,age_0_5,age_5_17,age_18_greater,enrol_minor_ratio,enrol_adult_ratio
2024-05-06,Tiruppur,5015,523,1253,3239,0.3541,0.6459
2024-05-13,Tiruppur,5000,524,1250,3226,0.3548,0.6452
2024-05-20,Tiruppur,4996,529,1246,3221,0.3553,0.6447
2024-05-27,Tiruppur,5027,540,1247,3240,0.3555,0.6445
2024-06-03,Tiruppur,5135,560,1265,3310,0.3554,0.6446
2024-06-10,Tiruppur,5135,569,1255,3311,0.3552,0.6448
2024-06-17,Tiruppur,5159,582,1249,3328,0.3549,0.6451
2024-06-24,Tiruppur,5217,598,1252,3367,0.3546,0.6454
2024-07-01,Tiruppur,5226,608,1245,3373,0.3546,0.6454
2024-07-08,Tiruppur,5218,615,1236,3367,0.3547,0.6453
2024-07-15,Tiruppur,5244,624,1238,3382,0.3551,0.6449
2024-07-22,Tiruppur,5172,619,1221,3332,0.3558,0.6442
2024-07-29,Tiruppur,5158,619,1221,3318,0.3567,0.6433
2024-08-05,Tiruppur,5134,615,1221,3298,0.3576,0.6424
2024-08-12,Tiruppur,5145,613,1233,3299,0.3588,0.6412
2024-08-19,Tiruppur,5095,602,1231,3262,0.3598,0.6402
2024-08-26,Tiruppur,5093,594,1242,3257,0.3605,0.6395
2024-09-02,Tiruppur,5089,585,1252,3252,0.361,0.639
2024-09-09,Tiruppur,5113,578,1267,3268,0.3608,0.6392
2024-09-16,Tiruppur,5095,567,1269,3259,0.3604,0.6396
2024-09-23,Tiruppur,5146,563,1286,3297,0.3593,0.6407
2024-09-30,Tiruppur,5145,554,1286,3305,0.3576,0.6424
2024-10-07,Tiruppur,5166,548,1288,3330,0.3554,0.6446
2024-10-14,Tiruppur,5112,537,1268,3307,0.3531,0.6469
2024-10-21,Tiruppur,5146,537,1268,3341,0.3508,0.6492
2024-10-28,Tiruppur,5127,533,1253,3341,0.3484,0.6516
2024-11-04,Tiruppur,5133,535,1243,3355,0.3464,0.6536
2024-11-11,Tiruppur,5069,531,1217,3321,0.3448,0.6552
2024-11-18,Tiruppur,5064,536,1206,3322,0.344,0.656
2024-11-25,Tiruppur,5062,543,1199,3320,0.3441,0.6559
2024-12-02,Tiruppur,5140,560,1214,3366,0.3451,0.6549
2024-12-09,Tiruppur,5173,574,1221,3378,0.347,0.653
2024-12-16,Tiruppur,5230,590,1238,3402,0.3495,0.6505
2024-12-23,Tiruppur,5251,602,1249,3400,0.3525,0.6475
2024-12-30,Tiruppur,5258,612,1260,3386,0.356,0.644
2025-01-06,Tiruppur,5267,621,1273,3373,0.3596,0.6404
2025-01-13,Tiruppur,5299,631,1292,3376,0.3629,0.6371
2025-01-20,Tiruppur,5231,626,1287,3318,0.3657,0.6343
2025-01-27,Tiruppur,5238,629,1298,3311,0.3679,0.6321
2025-02-03,Tiruppur,5215,625,1299,3291,0.3689,0.6311
2025-02-10,Tiruppur,5177,617,1294,3266,0.3691,0.6309
2025-02-17,Tiruppur,5153,609,1288,3256,0.3681,0.6319
2025-02-24,Tiruppur,5141,600,1282,3259,0.3661,0.6339
2025-03-03,Tiruppur,5148,592,1277,3279,0.3631,0.6369
2025-03-10,Tiruppur,5138,581,1266,3291,0.3595,0.6405
2025-03-17,Tiruppur,5125,570,1252,3303,0.3555,0.6445
2025-03-24,Tiruppur,5119,560,1239,3320,0.3514,0.6486
2025-03-31,Tiruppur,5149,554,1236,3359,0.3476,0.6524
2025-04-07,Tiruppur,5117,543,1219,3355,0.3443,0.6557
2025-04-14,Tiruppur,5146,540,1219,3387,0.3418,0.6582
2025-04-21,Tiruppur,5117,534,1208,3375,0.3404,0.6596
2025-04-28,Tiruppur,5100,530,1204,3366,0.34,0.66
2025-05-05,Tiruppur,5072,529,1200,3343,0.3409,0.6591
2025-05-12,Tiruppur,5065,531,1205,3329,0.3427,0.6573
2025-05-19,Tiruppur,5085,539,1218,3328,0.3455,0.6545
2025-05-26,Tiruppur,5058,543,1222,3293,0.349,0.651
2025-06-02,Tiruppur,5118,558,1248,3312,0.3529,0.6471
2025-06-09,Tiruppur,5157,572,1268,3317,0.3568,0.6432
2025-06-16,Tiruppur,5212,588,1291,3333,0.3605,0.6395
2025-06-23,Tiruppur,5233,600,1304,3329,0.3638,0.6362
2024-01-01,Erode,4987,584,1242,3161,0.3662,0.6338
2024-01-08,Erode,4978,590,1233,3155,0.3662,0.6338
2024-01-15,Erode,4936,589,1214,3133,0.3653,0.6347
2024-01-22,Erode,4960,595,1209,3156,0.3637,0.6363
2024-01-29,Erode,4926,591,1190,3145,0.3616,0.6384
2024-02-05,Erode,4949,592,1185,3172,0.3591,0.6409
2024-02-12,Erode,4972,590,1182,3200,0.3564,0.6436
2024-02-19,Erode,4946,581,1170,3195,0.354,0.646
2024-02-26,Erode,4977,577,1175,3225,0.352,0.648
2024-03-04,Erode,4975,568,1175,3232,0.3504,0.6496
2024-03-11,Erode,5018,563,1189,3266,0.3491,0.6509
2024-03-18,Erode,5018,553,1196,3269,0.3485,0.6515
2024-03-25,Erode,5014,544,1204,3266,0.3486,0.6514
2024-04-01,Erode,5005,535,1213,3257,0.3493,0.6507
2024-04-08,Erode,4974,525,1216,3233,0.35,0.65
2024-04-15,Erode,4998,523,1232,3243,0.3511,0.6489
2024-04-22,Erode,4967,517,1233,3217,0.3523,0.6477
2024-04-29,Erode,4931,513,1230,3188,0.3535,0.6465
2024-05-06,Erode,4892,511,1223,3158,0.3545,0.6455
2024-05-13,Erode,4858,512,1214,3132,0.3553,0.6447
2024-05-20,Erode,4859,518,1210,3131,0.3556,0.6444
2024-05-27,Erode,4930,533,1221,3176,0.3558,0.6442
2024-06-03,Erode,4971,546,1222,3203,0.3557,0.6443
2024-06-10,Erode,5052,565,1231,3256,0.3555,0.6445
2024-06-17,Erode,5094,579,1230,3285,0.3551,0.6449
2024-06-24,Erode,5126,592,1228,3306,0.3551,0.6449
2024-07-01,Erode,5156,604,1226,3326,0.3549,0.6451
2024-07-08,Erode,5143,609,1217,3317,0.355,0.645
2024-07-15,Erode,5119,611,1208,3300,0.3553,0.6447
2024-07-22,Erode,5051,606,1193,3252,0.3562,0.6438
2024-07-29,Erode,5029,603,1192,3234,0.3569,0.6431
2024-08-05,Erode,5007,599,1193,3215,0.3579,0.6421
2024-08-12,Erode,5052,600,1213,3239,0.3589,0.6411
2024-08-19,Erode,5022,590,1217,3215,0.3598,0.6402
2024-08-26,Erode,5004,580,1223,3201,0.3603,0.6397
2024-09-02,Erode,5075,579,1251,3245,0.3606,0.6394
2024-09-09,Erode,5064,568,1257,3239,0.3604,0.6396
2024-09-16,Erode,5074,560,1265,3249,0.3597,0.6403
2024-09-23,Erode,5042,547,1260,3235,0.3584,0.6416
2024-09-30,Erode,5035,538,1258,3239,0.3567,0.6433
2024-10-07,Erode,5051,533,1258,3260,0.3546,0.6454
2024-10-14,Erode,5011,524,1241,3246,0.3522,0.6478
2024-10-21,Erode,5003,521,1230,3252,0.35,0.65
2024-10-28,Erode,4944,514,1205,3225,0.3477,0.6523
2024-11-04,Erode,4908,513,1185,3210,0.346,0.654
2024-11-11,Erode,4937,520,1182,3235,0.3447,0.6553
2024-11-18,Erode,4912,523,1168,3221,0.3443,0.6557
2024-11-25,Erode,4922,532,1165,3225,0.3448,0.6552
2024-12-02,Erode,4970,546,1173,3251,0.3459,0.6541
2024-12-09,Erode,4979,557,1176,3246,0.3481,0.6519
2024-12-16,Erode,5047,574,1196,3277,0.3507,0.6493
2024-12-23,Erode,5102,589,1216,3297,0.3538,0.6462
2024-12-30,Erode,5121,600,1230,3291,0.3574,0.6426
2025-01-06,Erode,5138,609,1245,3284,0.3608,0.6392
2025-01-13,Erode,5150,615,1259,3276,0.3639,0.6361
2025-01-20,Erode,5147,617,1269,3261,0.3664,0.6336
2025-01-27,Erode,5115,614,1269,3232,0.3681,0.6319
2025-02-03,Erode,5134,614,1280,3240,0.3689,0.6311
2025-02-10,Erode,5106,606,1276,3224,0.3686,0.6314
2025-02-17,Erode,5078,596,1269,3213,0.3673,0.6327
2025-02-24,Erode,5073,588,1263,3222,0.3649,0.6351
2025-03-03,Erode,5071,579,1256,3236,0.3619,0.6381
2025-03-10,Erode,5088,571,1251,3266,0.3581,0.6419
2025-03-17,Erode,5107,563,1245,3299,0.354,0.646
2025-03-24,Erode,5123,556,1237,3330,0.35,0.65
2025-03-31,Erode,5123,547,1227,3349,0.3463,0.6537
2025-04-07,Erode,5077,536,1207,3334,0.3433,0.6567
2025-04-14,Erode,5096,533,1206,3357,0.3412,0.6588
2025-04-21,Erode,5079,529,1199,3351,0.3402,0.6598
2025-04-28,Erode,5064,527,1196,3341,0.3402,0.6598
2025-05-05,Erode,4997,522,1184,3291,0.3414,0.6586
2025-05-12,Erode,4930,519,1175,3236,0.3436,0.6564
2025-05-19,Erode,4944,527,1187,3230,0.3467,0.6533
2025-05-26,Erode,4957,536,1201,3220,0.3504,0.6496
2025-06-02,Erode,4999,549,1222,3228,0.3543,0.6457
2025-06-09,Erode,5097,570,1256,3271,0.3582,0.6418
2025-06-16,Erode,5124,583,1272,3269,0.362,0.638
2025-06-23,Erode,5141,594,1282,3265,0.3649,0.6351
2024-01-01,Tirunelveli,4870,574,1211,3085,0.3665,0.6335
2024-01-08,Tirunelveli,4907,584,1213,3110,0.3662,0.6338
2024-01-15,Tirunelveli,4865,582,1193,3090,0.3649,0.6351
2024-01-22,Tirunelveli,4857,583,1181,3093,0.3632,0.6368
2024-01-29,Tirunelveli,4849,581,1168,3100,0.3607,0.6393
2024-02-05,Tirunelveli,4807,573,1149,3085,0.3582,0.6418
2024-02-12,Tirunelveli,4832,571,1147,3114,0.3555,0.6445
2024-02-19,Tirunelveli,4849,566,1146,3137,0.3531,0.6469
2024-02-26,Tirunelveli,4840,557,1142,3141,0.351,0.649
2024-03-04,Tirunelveli,4833,547,1142,3144,0.3495,0.6505
2024-03-11,Tirunelveli,4871,542,1156,3173,0.3486,0.6514
2024-03-18,Tirunelveli,4871,533,1163,3175,0.3482,0.6518
2024-03-25,Tirunelveli,4859,523,1170,3166,0.3484,0.6516
2024-04-01,Tirunelveli,4850,515,1178,3157,0.3491,0.6509
2024-04-08,Tirunelveli,4861,511,1191,3159,0.3501,0.6499
2024-04-15,Tirunelveli,4839,505,1195,3139,0.3513,0.6487
2024-04-22,Tirunelveli,4805,500,1194,3111,0.3525,0.6475
2024-04-29,Tirunelveli,4771,497,1191,3083,0.3538,0.6462
2024-05-06,Tirunelveli,4764,499,1191,3074,0.3547,0.6453
2024-05-13,Tirunelveli,4768,505,1190,3073,0.3555,0.6445
2024-05-20,Tirunelveli,4833,518,1202,3113,0.3559,0.6441
2024-05-27,Tirunelveli,4845,528,1198,3119,0.3562,0.6438
2024-06-03,Tirunelveli,4883,541,1198,3144,0.3561,0.6439
2024-06-10,Tirunelveli,4951,558,1204,3189,0.3559,0.6441
2024-06-17,Tirunelveli,4973,570,1198,3205,0.3555,0.6445
2024-06-24,Tirunelveli,4966,578,1187,3201,0.3554,0.6446
2024-07-01,Tirunelveli,4963,585,1178,3200,0.3552,0.6448
2024-07-08,Tirunelveli,4991,594,1180,3217,0.3554,0.6446
2024-07-15,Tirunelveli,5010,600,1182,3228,0.3557,0.6443
2024-07-22,Tirunelveli,5006,601,1183,3222,0.3564,0.6436
2024-07-29,Tirunelveli,4996,599,1185,3212,0.3571,0.6429
2024-08-05,Tirunelveli,4938,589,1179,3170,0.358,0.642
2024-08-12,Tirunelveli,4908,580,1181,3147,0.3588,0.6412
2024-08-19,Tirunelveli,4906,573,1192,3141,0.3598,0.6402
2024-08-26,Tirunelveli,4903,564,1202,3137,0.3602,0.6398
2024-09-02,Tirunelveli,4915,556,1214,3145,0.3601,0.6399
2024-09-09,Tirunelveli,4917,547,1222,3148,0.3598,0.6402
2024-09-16,Tirunelveli,4899,536,1223,3140,0.3591,0.6409
2024-09-23,Tirunelveli,4957,534,1239,3184,0.3577,0.6423
2024-09-30,Tirunelveli,4942,525,1234,3183,0.3559,0.6441
2024-10-07,Tirunelveli,4924,517,1225,3182,0.3538,0.6462
2024-10-14,Tirunelveli,4874,508,1205,3161,0.3515,0.6485
2024-10-21,Tirunelveli,4852,505,1190,3157,0.3493,0.6507
2024-10-28,Tirunelveli,4829,503,1174,3152,0.3473,0.6527
2024-11-04,Tirunelveli,4806,504,1158,3144,0.3458,0.6542
2024-11-11,Tirunelveli,4782,506,1143,3133,0.3448,0.6552
2024-11-18,Tirunelveli,4805,515,1141,3149,0.3446,0.6554
2024-11-25,Tirunelveli,4830,526,1142,3162,0.3453,0.6547
2024-12-02,Tirunelveli,4847,537,1144,3166,0.3468,0.6532
2024-12-09,Tirunelveli,4930,556,1165,3209,0.3491,0.6509
2024-12-16,Tirunelveli,4961,569,1177,3215,0.3519,0.6481
2024-12-23,Tirunelveli,4962,577,1185,3200,0.3551,0.6449
2024-12-30,Tirunelveli,4997,589,1203,3205,0.3586,0.6414
2025-01-06,Tirunelveli,5023,598,1220,3205,0.3619,0.6381
2025-01-13,Tirunelveli,4998,598,1225,3175,0.3647,0.6353
2025-01-20,Tirunelveli,4959,595,1225,3139,0.367,0.633
2025-01-27,Tirunelveli,4924,590,1224,3110,0.3684,0.6316
2025-02-03,Tirunelveli,4911,585,1226,3100,0.3688,0.6312
2025-02-10,Tirunelveli,4893,578,1223,3092,0.3681,0.6319
2025-02-17,Tirunelveli,4886,570,1220,3096,0.3664,0.6336
2025-02-24,Tirunelveli,4890,563,1216,3111,0.3638,0.6362
2025-03-03,Tirunelveli,4909,556,1213,3140,0.3604,0.6396
2025-03-10,Tirunelveli,4942,550,1212,3180,0.3565,0.6435
2025-03-17,Tirunelveli,4920,538,1196,3186,0.3524,0.6476
2025-03-24,Tirunelveli,4911,529,1183,3199,0.3486,0.6514
2025-03-31,Tirunelveli,4900,520,1171,3209,0.3451,0.6549
2025-04-07,Tirunelveli,4883,513,1159,3211,0.3424,0.6576
2025-04-14,Tirunelveli,4859,507,1148,3204,0.3406,0.6594
2025-04-21,Tirunelveli,4804,500,1134,3170,0.3401,0.6599
2025-04-28,Tirunelveli,4786,499,1131,3156,0.3406,0.6594
2025-05-05,Tirunelveli,4808,504,1141,3163,0.3421,0.6579
2025-05-12,Tirunelveli,4807,509,1148,3150,0.3447,0.6553
2025-05-19,Tirunelveli,4842,519,1166,3157,0.348,0.652
2025-05-26,Tirunelveli,4834,527,1174,3133,0.3519,0.6481
2025-06-02,Tirunelveli,4913,544,1204,3165,0.3558,0.6442
2025-06-09,Tirunelveli,4942,557,1221,3164,0.3598,0.6402
2025-06-16,Tirunelveli,5005,574,1244,3187,0.3632,0.6368
2025-06-23,Tirunelveli,5048,587,1260,3201,0.3659,0.6341
2024-01-01,Thoothukudi,4754,563,1181,3010,0.3668,0.6332
2024-01-08,Thoothukudi,4731,565,1167,2999,0.3661,0.6339
2024-01-15,Thoothukudi,4756,570,1164,3022,0.3646,0.6354
2024-01-22,Thoothukudi,4733,568,1148,3017,0.3626,0.6374
2024-01-29,Thoothukudi,4715,564,1133,3018,0.3599,0.6401
2024-02-05,Thoothukudi,4706,559,1122,3025,0.3572,0.6428
2024-02-12,Thoothukudi,4739,557,1123,3059,0.3545,0.6455
2024-02-19,Thoothukudi,4737,549,1119,3069,0.3521,0.6479
2024-02-26,Thoothukudi,4746,542,1120,3084,0.3502,0.6498
2024-03-04,Thoothukudi,4740,532,1121,3087,0.3487,0.6513
2024-03-11,Thoothukudi,4759,525,1131,3103,0.348,0.652
2024-03-18,Thoothukudi,4790,520,1146,3124,0.3478,0.6522
2024-03-25,Thoothukudi,4800,513,1158,3129,0.3481,0.6519
2024-04-01,Thoothukudi,4715,498,1148,3069,0.3491,0.6509
2024-04-08,Thoothukudi,4693,491,1153,3049,0.3503,0.6497
2024-04-15,Thoothukudi,4698,489,1163,3046,0.3516,0.6484
2024-04-22,Thoothukudi,4693,488,1168,3037,0.3529,0.6471
2024-04-29,Thoothukudi,4656,486,1163,3007,0.3542,0.6458
2024-05-06,Thoothukudi,4665,491,1166,3008,0.3552,0.6448
2024-05-13,Thoothukudi,4657,496,1162,2999,0.356,0.644
2024-05-20,Thoothukudi,4672,505,1160,3007,0.3564,0.6436
2024-05-27,Thoothukudi,4732,520,1167,3045,0.3565,0.6435
2024-06-03,Thoothukudi,4787,535,1171,3081,0.3564,0.6436
2024-06-10,Thoothukudi,4822,548,1169,3105,0.3561,0.6439
2024-06-17,Thoothukudi,4877,563,1172,3142,0.3558,0.6442
2024-06-24,Thoothukudi,4867,570,1161,3136,0.3557,0.6443
2024-07-01,Thoothukudi,4857,575,1151,3131,0.3554,0.6446
2024-07-08,Thoothukudi,4867,581,1150,3136,0.3557,0.6443
2024-07-15,Thoothukudi,4846,581,1144,3121,0.356,0.644
2024-07-22,Thoothukudi,4840,581,1145,3114,0.3566,0.6434
2024-07-29,Thoothukudi,4770,570,1134,3066,0.3572,0.6428
2024-08-05,Thoothukudi,4734,562,1133,3039,0.358,0.642
2024-08-12,Thoothukudi,4722,555,1139,3028,0.3587,0.6413
2024-08-19,Thoothukudi,4719,547,1149,3023,0.3594,0.6406
2024-08-26,Thoothukudi,4783,546,1175,3062,0.3598,0.6402
2024-09-02,Thoothukudi,4819,541,1193,3085,0.3598,0.6402
2024-09-09,Thoothukudi,4809,531,1197,3081,0.3593,0.6407
2024-09-16,Thoothukudi,4825,524,1205,3096,0.3583,0.6417
2024-09-23,Thoothukudi,4817,515,1204,3098,0.3569,0.6431
2024-09-30,Thoothukudi,4789,506,1195,3088,0.3552,0.6448
2024-10-07,Thoothukudi,4782,500,1188,3094,0.353,0.647
2024-10-14,Thoothukudi,4733,493,1168,3072,0.3509,0.6491
2024-10-21,Thoothukudi,4723,491,1156,3076,0.3487,0.6513
2024-10-28,Thoothukudi,4710,492,1142,3076,0.3469,0.6531
2024-11-04,Thoothukudi,4693,494,1128,3071,0.3456,0.6544
2024-11-11,Thoothukudi,4716,502,1125,3089,0.345,0.655
2024-11-18,Thoothukudi,4792,518,1136,3138,0.3452,0.6548
2024-11-25,Thoothukudi,4830,530,1141,3159,0.346,0.654
2024-12-02,Thoothukudi,4866,544,1148,3174,0.3477,0.6523
2024-12-09,Thoothukudi,4892,556,1157,3179,0.3502,0.6498
2024-12-16,Thoothukudi,4920,568,1169,3183,0.353,0.647
2024-12-23,Thoothukudi,4913,575,1176,3162,0.3564,0.6436
2024-12-30,Thoothukudi,4918,582,1187,3149,0.3597,0.6403
2025-01-06,Thoothukudi,4924,588,1199,3137,0.3629,0.6371
2025-01-13,Thoothukudi,4878,585,1198,3095,0.3655,0.6345
2025-01-20,Thoothukudi,4827,579,1195,3053,0.3675,0.6325
2025-01-27,Thoothukudi,4792,573,1193,3026,0.3685,0.6315
2025-02-03,Thoothukudi,4781,568,1194,3019,0.3685,0.6315
2025-02-10,Thoothukudi,4829,567,1207,3055,0.3674,0.6326
2025-02-17,Thoothukudi,4854,563,1211,3080,0.3655,0.6345
2025-02-24,Thoothukudi,4868,556,1209,3103,0.3626,0.6374
2025-03-03,Thoothukudi,4903,550,1210,3143,0.359,0.641
2025-03-10,Thoothukudi,4921,543,1204,3174,0.355,0.645
2025-03-17,Thoothukudi,4932,535,1196,3201,0.351,0.649
2025-03-24,Thoothukudi,4909,525,1180,3204,0.3473,0.6527
2025-03-31,Thoothukudi,4890,516,1166,3208,0.344,0.656
2025-04-07,Thoothukudi,4855,508,1151,3196,0.3417,0.6583
2025-04-14,Thoothukudi,4787,498,1131,3158,0.3403,0.6597
2025-04-21,Thoothukudi,4747,494,1120,3133,0.34,0.66
2025-04-28,Thoothukudi,4711,492,1114,3105,0.3409,0.6591
2025-05-05,Thoothukudi,4716,496,1121,3099,0.3429,0.6571
2025-05-12,Thoothukudi,4768,508,1141,3119,0.3458,0.6542
2025-05-19,Thoothukudi,4782,517,1154,3111,0.3494,0.6506
2025-05-26,Thoothukudi,4817,529,1173,3115,0.3533,0.6467
2025-06-02,Thoothukudi,4869,544,1196,3129,0.3574,0.6426
2025-06-09,Thoothukudi,4856,552,1202,3102,0.3612,0.6388
2025-06-16,Thoothukudi,4877,563,1214,3100,0.3644,0.6356
2025-06-23,Thoothukudi,4896,573,1223,3100,0.3668,0.6332
2024-01-01,Vellore,4731,563,1173,2995,0.3669,0.6331
2024-01-08,Vellore,4674,559,1151,2964,0.3659,0.6341
2024-01-15,Vellore,4691,563,1145,2983,0.3641,0.6359
2024-01-22,Vellore,4659,558,1127,2974,0.3617,0.6383
2024-01-29,Vellore,4623,551,1109,2963,0.3591,0.6409
2024-02-05,Vellore,4643,549,1105,2989,0.3562,0.6438
2024-02-12,Vellore,4650,543,1101,3006,0.3535,0.6465
2024-02-19,Vellore,4682,539,1105,3038,0.3511,0.6489
2024-02-26,Vellore,4656,527,1099,3030,0.3492,0.6508
2024-03-04,Vellore,4672,520,1106,3046,0.348,0.652
2024-03-11,Vellore,4707,515,1121,3071,0.3476,0.6524
2024-03-18,Vellore,4722,509,1132,3081,0.3475,0.6525
2024-03-25,Vellore,4690,498,1135,3057,0.3482,0.6518
2024-04-01,Vellore,4695,493,1146,3056,0.3491,0.6509
2024-04-08,Vellore,4654,485,1146,3023,0.3505,0.6495
2024-04-15,Vellore,4659,485,1155,3019,0.352,0.648
2024-04-22,Vellore,4636,483,1155,2998,0.3533,0.6467
2024-04-29,Vellore,4640,486,1160,2994,0.3547,0.6453
2024-05-06,Vellore,4658,493,1164,3001,0.3557,0.6443
2024-05-13,Vellore,4635,497,1155,2983,0.3564,0.6436
2024-05-20,Vellore,4674,509,1159,3006,0.3569,0.6431
2024-05-27,Vellore,4737,525,1166,3046,0.357,0.643
2024-06-03,Vellore,4786,539,1168,3079,0.3567,0.6433
2024-06-10,Vellore,4804,550,1162,3092,0.3564,0.6436
2024-06-17,Vellore,4808,559,1153,3096,0.3561,0.6439
2024-06-24,Vellore,4827,569,1149,3109,0.3559,0.6441
2024-07-01,Vellore,4799,571,1136,3092,0.3557,0.6443
2024-07-08,Vellore,4726,566,1116,3044,0.3559,0.6441
2024-07-15,Vellore,4656,559,1099,2998,0.3561,0.6439
2024-07-22,Vellore,4650,557,1101,2992,0.3566,0.6434
2024-07-29,Vellore,4647,554,1106,2987,0.3572,0.6428
2024-08-05,Vellore,4698,555,1127,3016,0.358,0.642
2024-08-12,Vellore,4711,550,1140,3021,0.3587,0.6413
2024-08-19,Vellore,4720,543,1152,3025,0.3591,0.6409
2024-08-26,Vellore,4784,542,1178,3064,0.3595,0.6405
2024-09-02,Vellore,4754,529,1179,3046,0.3593,0.6407
2024-09-09,Vellore,4763,521,1187,3055,0.3586,0.6414
2024-09-16,Vellore,4815,519,1203,3093,0.3576,0.6424
2024-09-23,Vellore,4814,511,1203,3100,0.356,0.644
2024-09-30,Vellore,4764,501,1187,3076,0.3543,0.6457
2024-10-07,Vellore,4727,493,1172,3062,0.3522,0.6478
2024-10-14,Vellore,4693,488,1155,3050,0.3501,0.6499
2024-10-21,Vellore,4712,491,1150,3071,0.3483,0.6517
2024-10-28,Vellore,4697,492,1136,3069,0.3466,0.6534
2024-11-04,Vellore,4725,500,1133,3092,0.3456,0.6544
2024-11-11,Vellore,4717,506,1123,3088,0.3453,0.6547
2024-11-18,Vellore,4734,515,1121,3098,0.3456,0.6544
2024-11-25,Vellore,4751,526,1122,3103,0.3469,0.6531
2024-12-02,Vellore,4762,537,1124,3101,0.3488,0.6512
2024-12-09,Vellore,4816,552,1140,3124,0.3513,0.6487
2024-12-16,Vellore,4841,563,1152,3126,0.3543,0.6457
2024-12-23,Vellore,4855,572,1164,3119,0.3576,0.6424
2024-12-30,Vellore,4852,577,1174,3101,0.3609,0.6391
2025-01-06,Vellore,4822,577,1177,3068,0.3637,0.6363
2025-01-13,Vellore,4875,585,1200,3090,0.3662,0.6338
2025-01-20,Vellore,4832,579,1198,3055,0.3678,0.6322
2025-01-27,Vellore,4804,573,1197,3034,0.3684,0.6316
2025-02-03,Vellore,4773,564,1193,3016,0.3681,0.6319
2025-02-10,Vellore,4758,556,1189,3013,0.3668,0.6332
2025-02-17,Vellore,4766,549,1188,3029,0.3645,0.6355
2025-02-24,Vellore,4743,537,1176,3030,0.3612,0.6388
2025-03-03,Vellore,4722,526,1162,3034,0.3575,0.6425
2025-03-10,Vellore,4748,520,1159,3069,0.3536,0.6464
2025-03-17,Vellore,4757,512,1151,3094,0.3496,0.6504
2025-03-24,Vellore,4696,499,1126,3071,0.346,0.654
2025-03-31,Vellore,4727,497,1125,3105,0.3431,0.6569
2025-04-07,Vellore,4735,494,1121,3120,0.3411,0.6589
2025-04-14,Vellore,4701,489,1110,3102,0.3401,0.6599
2025-04-21,Vellore,4698,489,1109,3100,0.3401,0.6599
2025-04-28,Vellore,4667,489,1105,3073,0.3415,0.6585
2025-05-05,Vellore,4688,496,1116,3076,0.3439,0.6561
2025-05-12,Vellore,4723,506,1133,3084,0.347,0.653
2025-05-19,Vellore,4740,516,1147,3077,0.3508,0.6492
2025-05-26,Vellore,4822,534,1177,3111,0.3548,0.6452
2025-06-02,Vellore,4903,552,1207,3144,0.3588,0.6412
2025-06-09,Vellore,4961,568,1230,3163,0.3624,0.6376
2025-06-16,Vellore,4970,578,1239,3153,0.3656,0.6344
2025-06-23,Vellore,5004,589,1251,3164,0.3677,0.6323
2024-01-01,Thanjavur,4602,515,1151,2936,0.362,0.638
2024-01-08,Thanjavur,4617,526,1153,2938,0.3637,0.6363
2024-01-15,Thanjavur,4666,540,1160,2966,0.3643,0.6357
2024-01-22,Thanjavur,4687,550,1158,2979,0.3644,0.6356
2024-01-29,Thanjavur,4751,563,1165,3023,0.3637,0.6363
2024-02-05,Thanjavur,4812,575,1169,3068,0.3624,0.6376
2024-02-12,Thanjavur,4788,574,1153,3061,0.3607,0.6393
2024-02-19,Thanjavur,4808,577,1148,3083,0.3588,0.6412
2024-02-26,Thanjavur,4774,570,1133,3071,0.3567,0.6433
2024-03-04,Thanjavur,4726,560,1117,3049,0.3548,0.6452
2024-03-11,Thanjavur,4723,554,1115,3054,0.3534,0.6466
2024-03-18,Thanjavur,4709,545,1113,3051,0.3521,0.6479
2024-03-25,Thanjavur,4711,537,1118,3056,0.3513,0.6487
2024-04-01,Thanjavur,4663,522,1114,3027,0.3508,0.6492
2024-04-08,Thanjavur,4688,516,1129,3043,0.3509,0.6491
2024-04-15,Thanjavur,4679,507,1137,3035,0.3514,0.6486
2024-04-22,Thanjavur,4695,501,1151,3043,0.3519,0.6481
2024-04-29,Thanjavur,4691,495,1159,3037,0.3526,0.6474
2024-05-06,Thanjavur,4663,487,1160,3016,0.3532,0.6468
2024-05-13,Thanjavur,4682,487,1169,3026,0.3537,0.6463
2024-05-20,Thanjavur,4661,485,1165,3011,0.354,0.646
2024-05-27,Thanjavur,4601,481,1149,2971,0.3543,0.6457
2024-06-03,Thanjavur,4578,483,1138,2957,0.3541,0.6459
2024-06-10,Thanjavur,4581,489,1132,2960,0.3539,0.6461
2024-06-17,Thanjavur,4605,499,1129,2977,0.3535,0.6465
2024-06-24,Thanjavur,4602,507,1118,2977,0.3531,0.6469
2024-07-01,Thanjavur,4600,515,1108,2977,0.3528,0.6472
2024-07-08,Thanjavur,4618,526,1103,2989,0.3528,0.6472
2024-07-15,Thanjavur,4652,538,1104,3010,0.353,0.647
2024-07-22,Thanjavur,4706,552,1112,3042,0.3536,0.6464
2024-07-29,Thanjavur,4732,561,1117,3054,0.3546,0.6454
2024-08-05,Thanjavur,4723,564,1116,3043,0.3557,0.6443
2024-08-12,Thanjavur,4716,566,1119,3031,0.3573,0.6427
2024-08-19,Thanjavur,4658,559,1113,2986,0.359,0.641
2024-08-26,Thanjavur,4663,557,1123,2983,0.3603,0.6397
