date,district,bio_total,bio_age_5_17,bio_age_17_,age_5_ratio,age_17_ratio,dependency_ratio
2025-03-17,Salem,4439,1625,2814,0.3661,0.6339,0.3602
2025-03-24,Salem,4451,1621,2830,0.3642,0.6358,0.36
2025-03-31,Salem,4510,1637,2873,0.363,0.637,0.3603
2025-04-07,Salem,4502,1633,2869,0.3627,0.6373,0.3611
2025-04-14,Salem,4496,1635,2861,0.3637,0.6363,0.3624
2025-04-21,Salem,4468,1632,2836,0.3653,0.6347,0.3642
2025-04-28,Salem,4452,1637,2815,0.3677,0.6323,0.3664
2025-05-05,Salem,4447,1649,2798,0.3708,0.6292,0.3689
2025-05-12,Salem,4405,1650,2755,0.3746,0.6254,0.3717
2025-05-19,Salem,4367,1653,2714,0.3785,0.6215,0.3747
2025-05-26,Salem,4365,1669,2696,0.3824,0.6176,0.3779
2025-06-02,Salem,4373,1689,2684,0.3862,0.6138,0.3811
2025-06-09,Salem,4372,1704,2668,0.3898,0.6102,0.3843
2025-06-16,Salem,4373,1716,2657,0.3924,0.6076,0.3874
2025-06-23,Salem,4419,1743,2676,0.3944,0.6056,0.3903
2024-01-01,Tiruppur,4250,1681,2569,0.3955,0.6045,0.3954
2024-01-08,Tiruppur,4277,1687,2590,0.3944,0.6056,0.3972
2024-01-15,Tiruppur,4282,1680,2602,0.3923,0.6077,0.3986
2024-01-22,Tiruppur,4282,1668,2614,0.3895,0.6105,0.3996
2024-01-29,Tiruppur,4297,1659,2638,0.3861,0.6139,0.4
2024-02-05,Tiruppur,4263,1630,2633,0.3824,0.6176,0.3999
2024-02-12,Tiruppur,4231,1601,2630,0.3784,0.6216,0.3993
2024-02-19,Tiruppur,4260,1595,2665,0.3744,0.6256,0.3982
2024-02-26,Tiruppur,4201,1558,2643,0.3709,0.6291,0.3966
2024-03-04,Tiruppur,4192,1541,2651,0.3676,0.6324,0.3946
2024-03-11,Tiruppur,4225,1543,2682,0.3652,0.6348,0.3922
2024-03-18,Tiruppur,4231,1538,2693,0.3635,0.6365,0.3895
2024-03-25,Tiruppur,4242,1539,2703,0.3628,0.6372,0.3865
2024-04-01,Tiruppur,4220,1532,2688,0.363,0.637,0.3834
2024-04-08,Tiruppur,4192,1527,2665,0.3643,0.6357,0.3802
2024-04-15,Tiruppur,4226,1548,2678,0.3663,0.6337,0.377
2024-04-22,Tiruppur,4251,1569,2682,0.3691,0.6309,0.3739
2024-04-29,Tiruppur,4231,1576,2655,0.3725,0.6275,0.3709
2024-05-06,Tiruppur,4186,1575,2611,0.3763,0.6237,0.3682
2024-05-13,Tiruppur,4129,1570,2559,0.3802,0.6198,0.3657
2024-05-20,Tiruppur,4117,1582,2535,0.3843,0.6157,0.3637
2024-05-27,Tiruppur,4128,1601,2527,0.3878,0.6122,0.362
2024-06-03,Tiruppur,4106,1605,2501,0.3909,0.6091,0.3609
2024-06-10,Tiruppur,4156,1635,2521,0.3934,0.6066,0.3602
2024-06-17,Tiruppur,4192,1656,2536,0.395,0.605,0.36
2024-06-24,Tiruppur,4272,1691,2581,0.3958,0.6042,0.3604
2024-07-01,Tiruppur,4322,1710,2612,0.3957,0.6043,0.3612
2024-07-08,Tiruppur,4365,1722,2643,0.3945,0.6055,0.3626
2024-07-15,Tiruppur,4371,1715,2656,0.3924,0.6076,0.3644
2024-07-22,Tiruppur,4356,1697,2659,0.3896,0.6104,0.3666
2024-07-29,Tiruppur,4325,1670,2655,0.3861,0.6139,0.3691
2024-08-05,Tiruppur,4337,1658,2679,0.3823,0.6177,0.372
2024-08-12,Tiruppur,4325,1636,2689,0.3783,0.6217,0.375
2024-08-19,Tiruppur,4303,1611,2692,0.3744,0.6256,0.3782
2024-08-26,Tiruppur,4286,1589,2697,0.3707,0.6293,0.3814
2024-09-02,Tiruppur,4281,1574,2707,0.3677,0.6323,0.3846
2024-09-09,Tiruppur,4313,1575,2738,0.3652,0.6348,0.3876
2024-09-16,Tiruppur,4352,1582,2770,0.3635,0.6365,0.3905
2024-09-23,Tiruppur,4393,1594,2799,0.3628,0.6372,0.3931
2024-09-30,Tiruppur,4354,1581,2773,0.3631,0.6369,0.3954
2024-10-07,Tiruppur,4358,1587,2771,0.3642,0.6358,0.3972
2024-10-14,Tiruppur,4306,1577,2729,0.3662,0.6338,0.3986
2024-10-21,Tiruppur,4287,1582,2705,0.369,0.631,0.3996
2024-10-28,Tiruppur,4276,1593,2683,0.3725,0.6275,0.4
2024-11-04,Tiruppur,4241,1596,2645,0.3763,0.6237,0.3999
2024-11-11,Tiruppur,4213,1602,2611,0.3803,0.6197,0.3993
2024-11-18,Tiruppur,4209,1617,2592,0.3842,0.6158,0.3982
2024-11-25,Tiruppur,4236,1643,2593,0.3879,0.6121,0.3966
2024-12-02,Tiruppur,4237,1657,2580,0.3911,0.6089,0.3946
2024-12-09,Tiruppur,4279,1684,2595,0.3935,0.6065,0.3922
2024-12-16,Tiruppur,4288,1694,2594,0.3951,0.6049,0.3895
2024-12-23,Tiruppur,4314,1708,2606,0.3959,0.6041,0.3865
2024-12-30,Tiruppur,4375,1731,2644,0.3957,0.6043,0.3834
2025-01-06,Tiruppur,4417,1742,2675,0.3944,0.6056,0.3802
2025-01-13,Tiruppur,4417,1733,2684,0.3923,0.6077,0.377
2025-01-20,Tiruppur,4431,1726,2705,0.3895,0.6105,0.3739
2025-01-27,Tiruppur,4398,1698,2700,0.3861,0.6139,0.3709
2025-02-03,Tiruppur,4362,1668,2694,0.3824,0.6176,0.3682
2025-02-10,Tiruppur,4367,1652,2715,0.3783,0.6217,0.3657
2025-02-17,Tiruppur,4329,1621,2708,0.3745,0.6255,0.3637
2025-02-24,Tiruppur,4305,1596,2709,0.3707,0.6293,0.362
2025-03-03,Tiruppur,4301,1581,2720,0.3676,0.6324,0.3609
2025-03-10,Tiruppur,4325,1579,2746,0.3651,0.6349,0.3602
2025-03-17,Tiruppur,4347,1580,2767,0.3635,0.6365,0.36
2025-03-24,Tiruppur,4379,1589,2790,0.3629,0.6371,0.3604
2025-03-31,Tiruppur,4400,1597,2803,0.363,0.637,0.3612
2025-04-07,Tiruppur,4425,1612,2813,0.3643,0.6357,0.3626
2025-04-14,Tiruppur,4394,1609,2785,0.3662,0.6338,0.3644
2025-04-21,Tiruppur,4367,1612,2755,0.3691,0.6309,0.3666
2025-04-28,Tiruppur,4328,1612,2716,0.3725,0.6275,0.3691
2025-05-05,Tiruppur,4310,1622,2688,0.3763,0.6237,0.372
2025-05-12,Tiruppur,4261,1620,2641,0.3802,0.6198,0.375
2025-05-19,Tiruppur,4251,1633,2618,0.3841,0.6159,0.3782
2025-05-26,Tiruppur,4256,1651,2605,0.3879,0.6121,0.3814
2025-06-02,Tiruppur,4264,1667,2597,0.3909,0.6091,0.3846
2025-06-09,Tiruppur,4222,1661,2561,0.3934,0.6066,0.3876
2025-06-16,Tiruppur,4255,1681,2574,0.3951,0.6049,0.3905
2025-06-23,Tiruppur,4348,1721,2627,0.3958,0.6042,0.3931
2024-01-01,Erode,4171,1642,2529,0.3937,0.6063,0.3973
2024-01-08,Erode,4145,1621,2524,0.3911,0.6089,0.3987
2024-01-15,Erode,4174,1620,2554,0.3881,0.6119,0.3996
2024-01-22,Erode,4206,1617,2589,0.3845,0.6155,0.4
2024-01-29,Erode,4197,1597,2600,0.3805,0.6195,0.3998
2024-02-05,Erode,4199,1581,2618,0.3765,0.6235,0.3992
2024-02-12,Erode,4159,1550,2609,0.3727,0.6273,0.398
2024-02-19,Erode,4102,1515,2587,0.3693,0.6307,0.3964
2024-02-26,Erode,4093,1500,2593,0.3665,0.6335,0.3944
2024-03-04,Erode,4132,1505,2627,0.3642,0.6358,0.392
2024-03-11,Erode,4173,1515,2658,0.363,0.637,0.3892
2024-03-18,Erode,4174,1514,2660,0.3627,0.6373,0.3863
2024-03-25,Erode,4149,1508,2641,0.3635,0.6365,0.3832
2024-04-01,Erode,4181,1526,2655,0.365,0.635,0.3799
2024-04-08,Erode,4158,1528,2630,0.3675,0.6325,0.3767
2024-04-15,Erode,4147,1537,2610,0.3706,0.6294,0.3736
2024-04-22,Erode,4113,1539,2574,0.3742,0.6258,0.3707
2024-04-29,Erode,4087,1545,2542,0.378,0.622,0.3679
2024-05-06,Erode,4075,1557,2518,0.3821,0.6179,0.3655
2024-05-13,Erode,4043,1560,2483,0.3859,0.6141,0.3635
2024-05-20,Erode,4035,1571,2464,0.3893,0.6107,0.3619
2024-05-27,Erode,4036,1583,2453,0.3922,0.6078,0.3608
2024-06-03,Erode,4091,1613,2478,0.3943,0.6057,0.3601
2024-06-10,Erode,4075,1612,2463,0.3956,0.6044,0.36
2024-06-17,Erode,4120,1631,2489,0.3959,0.6041,0.3604
2024-06-24,Erode,4162,1645,2517,0.3952,0.6048,0.3613
2024-07-01,Erode,4192,1650,2542,0.3936,0.6064,0.3627
2024-07-08,Erode,4226,1653,2573,0.3912,0.6088,0.3645
2024-07-15,Erode,4216,1636,2580,0.388,0.612,0.3668
2024-07-22,Erode,4200,1615,2585,0.3845,0.6155,0.3694
2024-07-29,Erode,4171,1587,2584,0.3805,0.6195,0.3722
2024-08-05,Erode,4137,1558,2579,0.3766,0.6234,0.3753
2024-08-12,Erode,4118,1535,2583,0.3728,0.6272,0.3784
2024-08-19,Erode,4111,1518,2593,0.3693,0.6307,0.3817
2024-08-26,Erode,4135,1515,2620,0.3664,0.6336,0.3848
2024-09-02,Erode,4126,1503,2623,0.3643,0.6357,0.3879
2024-09-09,Erode,4142,1504,2638,0.3631,0.6369,0.3907
2024-09-16,Erode,4165,1511,2654,0.3628,0.6372,0.3933
2024-09-23,Erode,4163,1513,2650,0.3634,0.6366,0.3955
2024-09-30,Erode,4175,1524,2651,0.365,0.635,0.3973
2024-10-07,Erode,4176,1534,2642,0.3673,0.6327,0.3987
2024-10-14,Erode,4171,1546,2625,0.3707,0.6293,0.3996
2024-10-21,Erode,4151,1553,2598,0.3741,0.6259,0.4
2024-10-28,Erode,4139,1565,2574,0.3781,0.6219,0.3998
2024-11-04,Erode,4107,1569,2538,0.382,0.618,0.3992
2024-11-11,Erode,4095,1580,2515,0.3858,0.6142,0.398
2024-11-18,Erode,4109,1600,2509,0.3894,0.6106,0.3964
2024-11-25,Erode,4109,1612,2497,0.3923,0.6077,0.3944
2024-12-02,Erode,4146,1635,2511,0.3944,0.6056,0.392
2024-12-09,Erode,4151,1642,2509,0.3956,0.6044,0.3892
2024-12-16,Erode,4189,1658,2531,0.3958,0.6042,0.3863
2024-12-23,Erode,4218,1667,2551,0.3952,0.6048,0.3832
2024-12-30,Erode,4258,1676,2582,0.3936,0.6064,0.3799
2025-01-06,Erode,4251,1663,2588,0.3912,0.6088,0.3767
2025-01-13,Erode,4256,1652,2604,0.3882,0.6118,0.3736
2025-01-20,Erode,4284,1647,2637,0.3845,0.6155,0.3707
2025-01-27,Erode,4304,1638,2666,0.3806,0.6194,0.3679
2025-02-03,Erode,4300,1619,2681,0.3765,0.6235,0.3655
2025-02-10,Erode,4265,1590,2675,0.3728,0.6272,0.3635
2025-02-17,Erode,4234,1564,2670,0.3694,0.6306,0.3619
2025-02-24,Erode,4268,1564,2704,0.3664,0.6336,0.3608
2025-03-03,Erode,4255,1550,2705,0.3643,0.6357,0.3601
2025-03-10,Erode,4253,1544,2709,0.363,0.637,0.36
2025-03-17,Erode,4261,1546,2715,0.3628,0.6372,0.3604
2025-03-24,Erode,4286,1558,2728,0.3635,0.6365,0.3613
2025-03-31,Erode,4310,1573,2737,0.365,0.635,0.3627
2025-04-07,Erode,4289,1576,2713,0.3675,0.6325,0.3645
2025-04-14,Erode,4275,1584,2691,0.3705,0.6295,0.3668
2025-04-21,Erode,4260,1594,2666,0.3742,0.6258,0.3694
2025-04-28,Erode,4250,1607,2643,0.3781,0.6219,0.3722
2025-05-05,Erode,4224,1614,2610,0.3821,0.6179,0.3753
2025-05-12,Erode,4191,1617,2574,0.3858,0.6142,0.3784
2025-05-19,Erode,4167,1622,2545,0.3892,0.6108,0.3817
2025-05-26,Erode,4159,1631,2528,0.3922,0.6078,0.3848
2025-06-02,Erode,4212,1661,2551,0.3943,0.6057,0.3879
2025-06-09,Erode,4214,1667,2547,0.3956,0.6044,0.3907
2025-06-16,Erode,4235,1676,2559,0.3957,0.6043,0.3933
2025-06-23,Erode,4264,1685,2579,0.3952,0.6048,0.3955
2024-01-01,Tirunelveli,4040,1575,2465,0.3899,0.6101,0.3988
2024-01-08,Tirunelveli,4031,1558,2473,0.3865,0.6135,0.3997
2024-01-15,Tirunelveli,4042,1547,2495,0.3827,0.6173,0.4
2024-01-22,Tirunelveli,4053,1535,2518,0.3787,0.6213,0.3998
2024-01-29,Tirunelveli,4050,1518,2532,0.3748,0.6252,0.3991
2024-02-05,Tirunelveli,4037,1498,2539,0.3711,0.6289,0.3979
2024-02-12,Tirunelveli,3997,1471,2526,0.368,0.632,0.3963
2024-02-19,Tirunelveli,4026,1471,2555,0.3654,0.6346,0.3942
2024-02-26,Tirunelveli,3990,1451,2539,0.3637,0.6363,0.3917
2024-03-04,Tirunelveli,3994,1449,2545,0.3628,0.6372,0.389
2024-03-11,Tirunelveli,4007,1454,2553,0.3629,0.6371,0.386
2024-03-18,Tirunelveli,4073,1483,2590,0.3641,0.6359,0.3829
2024-03-25,Tirunelveli,4093,1498,2595,0.366,0.634,0.3797
2024-04-01,Tirunelveli,4100,1512,2588,0.3688,0.6312,0.3765
2024-04-08,Tirunelveli,4123,1534,2589,0.3721,0.6279,0.3734
2024-04-15,Tirunelveli,4121,1549,2572,0.3759,0.6241,0.3704
2024-04-22,Tirunelveli,4094,1555,2539,0.3798,0.6202,0.3677
2024-04-29,Tirunelveli,4036,1549,2487,0.3838,0.6162,0.3653
2024-05-06,Tirunelveli,4019,1557,2462,0.3874,0.6126,0.3634
2024-05-13,Tirunelveli,3965,1549,2416,0.3907,0.6093,0.3618
2024-05-20,Tirunelveli,3968,1560,2408,0.3931,0.6069,0.3607
2024-05-27,Tirunelveli,3986,1574,2412,0.3949,0.6051,0.3601
2024-06-03,Tirunelveli,3983,1576,2407,0.3957,0.6043,0.36
2024-06-10,Tirunelveli,4023,1592,2431,0.3957,0.6043,0.3605
2024-06-17,Tirunelveli,4045,1596,2449,0.3946,0.6054,0.3614
2024-06-24,Tirunelveli,4083,1603,2480,0.3926,0.6074,0.3628
2024-07-01,Tirunelveli,4112,1603,2509,0.3898,0.6102,0.3647
2024-07-08,Tirunelveli,4109,1588,2521,0.3865,0.6135,0.367
2024-07-15,Tirunelveli,4092,1566,2526,0.3827,0.6173,0.3696
2024-07-22,Tirunelveli,4098,1552,2546,0.3787,0.6213,0.3725
2024-07-29,Tirunelveli,4074,1527,2547,0.3748,0.6252,0.3755
2024-08-05,Tirunelveli,4076,1513,2563,0.3712,0.6288,0.3787
2024-08-12,Tirunelveli,4066,1496,2570,0.3679,0.6321,0.3819
2024-08-19,Tirunelveli,4114,1503,2611,0.3653,0.6347,0.3851
2024-08-26,Tirunelveli,4068,1479,2589,0.3636,0.6364,0.3881
2024-09-02,Tirunelveli,4066,1475,2591,0.3628,0.6372,0.391
2024-09-09,Tirunelveli,4089,1484,2605,0.3629,0.6371,0.3935
2024-09-16,Tirunelveli,4069,1481,2588,0.364,0.636,0.3957
2024-09-23,Tirunelveli,4085,1495,2590,0.366,0.634,0.3975
2024-09-30,Tirunelveli,4128,1522,2606,0.3687,0.6313,0.3988
2024-10-07,Tirunelveli,4170,1552,2618,0.3722,0.6278,0.3997
2024-10-14,Tirunelveli,4127,1551,2576,0.3758,0.6242,0.4
2024-10-21,Tirunelveli,4094,1555,2539,0.3798,0.6202,0.3998
2024-10-28,Tirunelveli,4067,1561,2506,0.3838,0.6162,0.3991
2024-11-04,Tirunelveli,4062,1574,2488,0.3875,0.6125,0.3979
2024-11-11,Tirunelveli,4039,1578,2461,0.3907,0.6093,0.3963
2024-11-18,Tirunelveli,4007,1576,2431,0.3933,0.6067,0.3942
2024-11-25,Tirunelveli,4044,1597,2447,0.3949,0.6051,0.3917
2024-12-02,Tirunelveli,4088,1618,2470,0.3958,0.6042,0.389
2024-12-09,Tirunelveli,4122,1631,2491,0.3957,0.6043,0.386
2024-12-16,Tirunelveli,4141,1634,2507,0.3946,0.6054,0.3829
2024-12-23,Tirunelveli,4203,1650,2553,0.3926,0.6074,0.3797
2024-12-30,Tirunelveli,4186,1632,2554,0.3899,0.6101,0.3765
2025-01-06,Tirunelveli,4228,1634,2594,0.3865,0.6135,0.3734
2025-01-13,Tirunelveli,4220,1615,2605,0.3827,0.6173,0.3704
2025-01-20,Tirunelveli,4211,1595,2616,0.3788,0.6212,0.3677
2025-01-27,Tirunelveli,4191,1571,2620,0.3749,0.6251,0.3653
2025-02-03,Tirunelveli,4153,1541,2612,0.3711,0.6289,0.3634
2025-02-10,Tirunelveli,4155,1529,2626,0.368,0.632,0.3618
2025-02-17,Tirunelveli,4131,1509,2622,0.3653,0.6347,0.3607
2025-02-24,Tirunelveli,4135,1504,2631,0.3637,0.6363,0.3601
2025-03-03,Tirunelveli,4170,1513,2657,0.3628,0.6372,0.36
2025-03-10,Tirunelveli,4187,1520,2667,0.363,0.637,0.3605
2025-03-17,Tirunelveli,4232,1541,2691,0.3641,0.6359,0.3614
2025-03-24,Tirunelveli,4257,1558,2699,0.366,0.634,0.3628
2025-03-31,Tirunelveli,4231,1560,2671,0.3687,0.6313,0.3647
2025-04-07,Tirunelveli,4211,1567,2644,0.3721,0.6279,0.367
2025-04-14,Tirunelveli,4190,1575,2615,0.3759,0.6241,0.3696
2025-04-21,Tirunelveli,4157,1579,2578,0.3798,0.6202,0.3725
2025-04-28,Tirunelveli,4101,1574,2527,0.3838,0.6162,0.3755
2025-05-05,Tirunelveli,4064,1575,2489,0.3875,0.6125,0.3787
2025-05-12,Tirunelveli,4026,1573,2453,0.3907,0.6093,0.3819
2025-05-19,Tirunelveli,4026,1583,2443,0.3932,0.6068,0.3851
2025-05-26,Tirunelveli,4059,1603,2456,0.3949,0.6051,0.3881
2025-06-02,Tirunelveli,4080,1615,2465,0.3958,0.6042,0.391
2025-06-09,Tirunelveli,4120,1630,2490,0.3956,0.6044,0.3935
2025-06-16,Tirunelveli,4170,1645,2525,0.3945,0.6055,0.3957
2025-06-23,Tirunelveli,4256,1671,2585,0.3926,0.6074,0.3975
2024-01-01,Thoothukudi,3968,1527,2441,0.3848,0.6152,0.3997
2024-01-08,Thoothukudi,3956,1507,2449,0.3809,0.6191,0.4
2024-01-15,Thoothukudi,4001,1508,2493,0.3769,0.6231,0.3998
2024-01-22,Thoothukudi,4017,1499,2518,0.3732,0.6268,0.399
2024-01-29,Thoothukudi,3942,1457,2485,0.3696,0.6304,0.3978
2024-02-05,Thoothukudi,3951,1449,2502,0.3667,0.6333,0.3961
2024-02-12,Thoothukudi,3935,1434,2501,0.3644,0.6356,0.394
2024-02-19,Thoothukudi,3933,1428,2505,0.3631,0.6369,0.3915
2024-02-26,Thoothukudi,3951,1433,2518,0.3627,0.6373,0.3887
2024-03-04,Thoothukudi,3936,1430,2506,0.3633,0.6367,0.3858
2024-03-11,Thoothukudi,3930,1434,2496,0.3649,0.6351,0.3826
2024-03-18,Thoothukudi,3935,1445,2490,0.3672,0.6328,0.3794
2024-03-25,Thoothukudi,3930,1455,2475,0.3702,0.6298,0.3762
2024-04-01,Thoothukudi,3895,1456,2439,0.3738,0.6262,0.3731
2024-04-08,Thoothukudi,3913,1478,2435,0.3777,0.6223,0.3702
2024-04-15,Thoothukudi,3894,1486,2408,0.3816,0.6184,0.3675
2024-04-22,Thoothukudi,3883,1497,2386,0.3855,0.6145,0.3652
2024-04-29,Thoothukudi,3890,1513,2377,0.3889,0.6111,0.3632
2024-05-06,Thoothukudi,3883,1522,2361,0.392,0.608,0.3617
2024-05-13,Thoothukudi,3857,1520,2337,0.3941,0.6059,0.3606
2024-05-20,Thoothukudi,3864,1528,2336,0.3954,0.6046,0.3601
2024-05-27,Thoothukudi,3925,1554,2371,0.3959,0.6041,0.3601
2024-06-03,Thoothukudi,3961,1566,2395,0.3954,0.6046,0.3605
2024-06-10,Thoothukudi,3966,1562,2404,0.3938,0.6062,0.3615
2024-06-17,Thoothukudi,3983,1559,2424,0.3914,0.6086,0.363
2024-06-24,Thoothukudi,3986,1548,2438,0.3884,0.6116,0.3649
2024-07-01,Thoothukudi,4019,1547,2472,0.3849,0.6151,0.3672
2024-07-08,Thoothukudi,4006,1526,2480,0.3809,0.6191,0.3698
2024-07-15,Thoothukudi,4000,1508,2492,0.377,0.623,0.3727
2024-07-22,Thoothukudi,3972,1482,2490,0.3731,0.6269,0.3758
2024-07-29,Thoothukudi,3974,1469,2505,0.3697,0.6303,0.379
2024-08-05,Thoothukudi,3938,1444,2494,0.3667,0.6333,0.3822
2024-08-12,Thoothukudi,3958,1443,2515,0.3646,0.6354,0.3854
2024-08-19,Thoothukudi,3937,1430,2507,0.3632,0.6368,0.3884
2024-08-26,Thoothukudi,3995,1449,2546,0.3627,0.6373,0.3912
2024-09-02,Thoothukudi,3994,1451,2543,0.3633,0.6367,0.3937
2024-09-09,Thoothukudi,4018,1466,2552,0.3649,0.6351,0.3959
2024-09-16,Thoothukudi,4000,1469,2531,0.3673,0.6328,0.3976
2024-09-23,Thoothukudi,3992,1478,2514,0.3702,0.6298,0.3989
2024-09-30,Thoothukudi,3973,1485,2488,0.3738,0.6262,0.3997
2024-10-07,Thoothukudi,3972,1500,2472,0.3776,0.6224,0.4
2024-10-14,Thoothukudi,3968,1514,2454,0.3816,0.6184,0.3998
2024-10-21,Thoothukudi,3927,1514,2413,0.3855,0.6145,0.399
2024-10-28,Thoothukudi,3899,1517,2382,0.3891,0.6109,0.3978
2024-11-04,Thoothukudi,3891,1525,2366,0.3919,0.6081,0.3961
2024-11-11,Thoothukudi,3904,1539,2365,0.3942,0.6058,0.394
2024-11-18,Thoothukudi,3929,1554,2375,0.3955,0.6045,0.3915
2024-11-25,Thoothukudi,3938,1559,2379,0.3959,0.6041,0.3887
2024-12-02,Thoothukudi,3959,1565,2394,0.3953,0.6047,0.3858
2024-12-09,Thoothukudi,3977,1566,2411,0.3938,0.6062,0.3826
2024-12-16,Thoothukudi,4000,1566,2434,0.3915,0.6085,0.3794
2024-12-23,Thoothukudi,4026,1564,2462,0.3885,0.6115,0.3762
2024-12-30,Thoothukudi,4041,1555,2486,0.3848,0.6152,0.3731
2025-01-06,Thoothukudi,4079,1554,2525,0.381,0.619,0.3702
2025-01-13,Thoothukudi,4061,1531,2530,0.377,0.623,0.3675
2025-01-20,Thoothukudi,4025,1502,2523,0.3732,0.6268,0.3652
2025-01-27,Thoothukudi,3985,1473,2512,0.3696,0.6304,0.3632
2025-02-03,Thoothukudi,3997,1466,2531,0.3668,0.6332,0.3617
2025-02-10,Thoothukudi,3984,1452,2532,0.3645,0.6355,0.3606
2025-02-17,Thoothukudi,3978,1445,2533,0.3632,0.6368,0.3601
2025-02-24,Thoothukudi,3985,1446,2539,0.3629,0.6371,0.3601
2025-03-03,Thoothukudi,3994,1451,2543,0.3633,0.6367,0.3605
2025-03-10,Thoothukudi,4022,1467,2555,0.3647,0.6353,0.3615
2025-03-17,Thoothukudi,4039,1483,2556,0.3672,0.6328,0.363
2025-03-24,Thoothukudi,4055,1501,2554,0.3702,0.6298,0.3649
2025-03-31,Thoothukudi,4009,1498,2511,0.3737,0.6263,0.3672
2025-04-07,Thoothukudi,4015,1516,2499,0.3776,0.6224,0.3698
2025-04-14,Thoothukudi,3969,1515,2454,0.3817,0.6183,0.3727
2025-04-21,Thoothukudi,3961,1527,2434,0.3855,0.6145,0.3758
2025-04-28,Thoothukudi,3969,1544,2425,0.389,0.611,0.379
2025-05-05,Thoothukudi,3944,1546,2398,0.392,0.608,0.3822
2025-05-12,Thoothukudi,3942,1554,2388,0.3942,0.6058,0.3854
2025-05-19,Thoothukudi,3939,1558,2381,0.3955,0.6045,0.3884
2025-05-26,Thoothukudi,3969,1571,2398,0.3958,0.6042,0.3912
2025-06-02,Thoothukudi,4013,1586,2427,0.3952,0.6048,0.3937
2025-06-09,Thoothukudi,4037,1590,2447,0.3939,0.6061,0.3959
2025-06-16,Thoothukudi,4099,1605,2494,0.3916,0.6084,0.3976
2025-06-23,Thoothukudi,4148,1611,2537,0.3884,0.6116,0.3989
2024-01-01,Vellore,3943,1495,2448,0.3792,0.6208,0.4
2024-01-08,Vellore,3964,1487,2477,0.3751,0.6249,0.3997
2024-01-15,Vellore,3962,1472,2490,0.3715,0.6285,0.3989
2024-01-22,Vellore,3938,1450,2488,0.3682,0.6318,0.3977
2024-01-29,Vellore,3934,1438,2496,0.3655,0.6345,0.3959
2024-02-05,Vellore,3944,1435,2509,0.3638,0.6362,0.3938
2024-02-12,Vellore,3952,1434,2518,0.3629,0.6371,0.3913
2024-02-19,Vellore,4001,1452,2549,0.3629,0.6371,0.3885
2024-02-26,Vellore,3992,1453,2539,0.364,0.636,0.3855
2024-03-04,Vellore,3994,1461,2533,0.3658,0.6342,0.3823
2024-03-11,Vellore,4016,1480,2536,0.3685,0.6315,0.3791
2024-03-18,Vellore,4024,1496,2528,0.3718,0.6282,0.3759
2024-03-25,Vellore,4003,1503,2500,0.3755,0.6245,0.3728
2024-04-01,Vellore,3969,1506,2463,0.3794,0.6206,0.3699
2024-04-08,Vellore,3941,1511,2430,0.3834,0.6166,0.3673
2024-04-15,Vellore,3908,1513,2395,0.3872,0.6128,0.365
2024-04-22,Vellore,3884,1516,2368,0.3903,0.6097,0.3631
2024-04-29,Vellore,3831,1506,2325,0.3931,0.6069,0.3616
2024-05-06,Vellore,3836,1515,2321,0.3949,0.6051,0.3606
2024-05-13,Vellore,3822,1513,2309,0.3959,0.6041,0.3601
2024-05-20,Vellore,3849,1523,2326,0.3957,0.6043,0.3601
2024-05-27,Vellore,3893,1537,2356,0.3948,0.6052,0.3606
2024-06-03,Vellore,3918,1539,2379,0.3928,0.6072,0.3616
2024-06-10,Vellore,3949,1541,2408,0.3902,0.6098,0.3631
2024-06-17,Vellore,3964,1534,2430,0.387,0.613,0.3651
2024-06-24,Vellore,4004,1534,2470,0.3831,0.6169,0.3674
2024-07-01,Vellore,3991,1513,2478,0.3791,0.6209,0.3701
2024-07-08,Vellore,4014,1506,2508,0.3752,0.6248,0.373
2024-07-15,Vellore,4000,1486,2514,0.3715,0.6285,0.3761
2024-07-22,Vellore,4012,1477,2535,0.3681,0.6319,0.3793
2024-07-29,Vellore,3965,1450,2515,0.3657,0.6343,0.3825
2024-08-05,Vellore,3966,1443,2523,0.3638,0.6362,0.3856
2024-08-12,Vellore,3955,1435,2520,0.3628,0.6372,0.3886
2024-08-19,Vellore,3945,1432,2513,0.363,0.637,0.3914
2024-08-26,Vellore,3984,1450,2534,0.364,0.636,0.3939
2024-09-02,Vellore,4000,1463,2537,0.3658,0.6342,0.396
2024-09-09,Vellore,3984,1468,2516,0.3685,0.6315,0.3977
2024-09-16,Vellore,4003,1488,2515,0.3717,0.6283,0.399
2024-09-23,Vellore,4008,1505,2503,0.3755,0.6245,0.3998
2024-09-30,Vellore,3960,1503,2457,0.3795,0.6205,0.4
2024-10-07,Vellore,3954,1516,2438,0.3834,0.6166,0.3997
2024-10-14,Vellore,3950,1529,2421,0.3871,0.6129,0.3989
2024-10-21,Vellore,3894,1520,2374,0.3903,0.6097,0.3977
2024-10-28,Vellore,3842,1510,2332,0.393,0.607,0.3959
2024-11-04,Vellore,3852,1521,2331,0.3949,0.6051,0.3938
2024-11-11,Vellore,3854,1525,2329,0.3957,0.6043,0.3913
2024-11-18,Vellore,3894,1541,2353,0.3957,0.6043,0.3885
2024-11-25,Vellore,3909,1543,2366,0.3947,0.6053,0.3855
