district,state,kmeans_cluster,dbscan_cluster,bio__age_5_ratio,bio__age_17_ratio,bio__dependency_ratio,bio__bio_total_7day_std,bio__district_rank_in_state,bio__daily_pct_change,demo__demo_age_5_ratio,demo__demo_age_17_ratio,demo__demo_dependency_ratio,demo__demo_total_7day_std,demo__district_rank_in_state,demo__daily_pct_change,enrol__enrol_minor_ratio,enrol__enrol_adult_ratio,enrol__enrol_total_7day_std,enrol__district_rank_in_state,enrol__daily_pct_change
Chitradurga,Karnataka,0,0,0.46585314558677854,0.4835929907138632,1.0013609907455405,40.63547063918415,20.0,-16.59487825722816,0.0988111041090697,0.790891662949504,0.12328535403272621,59.274277675633634,16.0,-28.53190999622036,0.6755710705334766,0.0,0.3628500284889903,20.0,-7.913419913419914
Davanagere,Karnataka,0,0,0.3552733684223057,0.5614674129929327,0.6976924520160424,95.9952763172236,10.0,58.37069343905494,0.08346002487411984,0.6835876755434966,0.11541098062038964,76.12359672326438,22.0,48.03068702681409,0.6156629318394026,0.004901960784313725,0.5058657638525124,15.0,3.1777155306567044
Hassan,Karnataka,0,0,0.442215156680644,0.44490775612613387,1.0951800475659181,51.57033062640188,23.0,33.24247737081559,0.09137581855991693,0.6483839492240875,0.13731236119088464,43.01523480953193,15.0,-8.714358162453086,0.5773049645390071,0.0,0.3368222646809834,25.0,1.5957446808510631
Kolar,Karnataka,0,0,0.45875575786180706,0.5031857152427545,0.9257171117628469,51.815080537474195,19.0,-15.557724507174735,0.10324406234422503,0.7403969043268263,0.14260895626074316,81.0058232170979,17.0,-22.71212461905197,0.643934768934769,0.018803418803418806,1.0827041761277154,22.0,-26.546706805327496
Mandya,Karnataka,0,0,0.4463998905000293,0.5158094321287884,0.8990853776213851,45.30927021853592,17.0,-6.212987515357563,0.08571092599934643,0.7618479414521048,0.10976384284019133,53.54471346748223,21.0,-35.76599451185805,0.5937229437229439,0.0,0.5137416562060357,23.0,-18.075396825396822
Mysuru,Karnataka,0,0,0.41997473392686907,0.5115534388644009,0.9869801749808595,32.795641610087266,6.0,-1.596912796947434,0.07184437786418052,0.6586423401997329,0.09953698468495353,46.979743308681584,6.0,-9.53121943976011,0.580972012949144,0.023753307713807844,11.840399282515996,7.0,-3.651496224605207
Shivamogga,Karnataka,0,0,0.4496324637090374,0.47094420368149287,1.1750036013290008,26.05223968298901,21.0,3.0049010305024537,0.09202725616765005,0.6473199246912771,0.13097243269999284,44.71945875341396,20.0,-10.464804498733958,0.5649122807017546,0.0,0.40401840438265507,19.0,-0.9064327485380123
Tumakuru,Karnataka,0,0,0.4391765122953127,0.4988580804976529,1.0278997396705862,33.48432635270645,7.0,1.0030757422637622,0.10091799430197561,0.6569987648045963,0.1522925460973394,38.50999572987315,10.0,-8.647154799459159,0.5859437751004014,0.0024096385542168677,0.3661564684806116,12.0,-5.160642570281125
Uttara Kannada,Karnataka,0,0,0.5037615489716835,0.41085549941071353,1.24962001035509,21.304743971462752,24.0,-2.9876991749193067,0.05931207577485381,0.6793183654729996,0.07878004073158386,29.114757063823497,25.0,-15.805062777454461,0.5611702127659576,0.0,0.48639496701587265,26.0,-17.739783856805136
Vijayanagara,Karnataka,0,0,0.2993719417744438,0.6067317130405209,0.5231704167842038,100.84854449110347,29.0,24.852353003042857,0.10204157877617792,0.6909350694747591,0.1441532204850778,43.44580244297114,29.0,-22.483102369667716,0.5785714285714286,0.06485507246376812,0.24750632227368727,29.0,-5.900621118012423
Alappuzha,Kerala,0,0,0.3731872848447557,0.547215962370323,0.7008738228998971,24.11313463164008,9.0,-6.324009221676486,0.06484707845964391,0.6878947840989721,0.09363285638154747,6.592467779348128,9.0,5.321059190900875,0.5397435897435897,0.0,0.14247720156785423,10.0,-5.128205128205129
Ernakulam,Kerala,0,0,0.3967324477333429,0.5423193376125363,0.7766566277852768,40.27598915486865,5.0,-6.033265693413057,0.07391773214595929,0.7082411583607899,0.10184564118417641,25.5851372727972,3.0,-12.881241830968698,0.5671594976573542,0.015947796345135483,1.360723417393873,6.0,-7.485231327133415
Idukki,Kerala,0,0,0.39063527678984206,0.5364538098646178,0.7477625678721441,27.37342384962031,13.0,-7.459382482827703,0.10844423990491406,0.6467626006951847,0.16742991714901823,9.108853807170982,14.0,2.4251527247055935,0.49358974358974356,0.044871794871794865,0.21457950136637247,13.0,-1.9230769230769231
Kannur,Kerala,0,0,0.40934643398964377,0.5397499635130333,0.8145758957109144,36.43346518734831,8.0,-0.49677481175258686,0.08451599095204772,0.7411311540550145,0.10810076740601615,20.173272532442933,6.0,-8.511177408339197,0.5486265853829444,0.053899516501997057,0.895650699497153,7.0,-7.750533049040511
Kasaragod,Kerala,0,0,0.4519877005996921,0.484134275050332,1.016527147835889,93.72003082816632,11.0,22.7857983812185,0.06088808747660792,0.697965413171947,0.07861662237268087,46.56884067048506,10.0,40.89421684381124,0.6267485119047618,0.0,0.9040560179716275,9.0,-13.802083333333334
Kollam,Kerala,0,0,0.3764885585599805,0.5594412689887773,0.679785547067192,33.55625510267037,7.0,-6.784721536725542,0.07574853278052449,0.7324160235285104,0.10104686671353338,18.56160752952394,7.0,-7.373253315185498,0.4982347844920944,0.06492311024474767,0.827113342561295,8.0,-11.529982363315698
Kottayam,Kerala,0,0,0.3760548820975995,0.5545334667113256,0.7049936420922049,21.429289913625695,10.0,-3.7731898089179614,0.06510287098522394,0.671370622841211,0.09313643872467399,3.8610168793909985,11.0,-2.519814922916338,0.5408163265306123,0.01020408163265306,0.1300501358204623,11.0,-0.40816326530612246
Kozhikode,Kerala,0,0,0.406523047118702,0.5488500880809705,0.7938593936603338,48.974566239232715,3.0,-1.0681622932171928,0.11539736478138818,0.7480516262256663,0.15413076868479714,58.366942204790035,2.0,-21.71270674848273,0.588614081996435,0.0196078431372549,0.26354644893612456,4.0,-5.269607843137256
Malappuram,Kerala,0,0,0.45040777267621196,0.5134680603557397,0.9287715034324283,60.231375548798425,1.0,-7.648169140778261,0.07964189495772242,0.8156731456863141,0.0953104415568017,74.15956872172558,1.0,-22.894896551302185,0.6479459691889464,0.028515137328339574,2.756801672344485,1.0,-7.523938608094311
Palakkad,Kerala,0,0,0.37753868359814724,0.5617341773743402,0.7117684598361068,35.55477998471737,2.0,-11.223511483376013,0.09276188906289079,0.6622898465107229,0.13880049808280978,17.186279313972403,8.0,0.544882571938135,0.5740705931495405,0.006578947368421052,0.19091131624835792,3.0,-3.8925438596491233
Pathanamthitta,Kerala,0,0,0.32516150141354494,0.5844807139731187,0.571299767562381,19.031785486369124,12.0,-8.62791032412985,0.07026976576395177,0.6247095120641629,0.10224021779254336,3.389939508511168,12.0,5.2796461201633615,0.5152482269503547,0.015957446808510637,0.07322632706214402,12.0,-1.0638297872340425
Thiruvananthapuram,Kerala,0,0,0.3713626298124825,0.5664663031026557,0.6944239849686484,34.121776976870734,4.0,-10.662473595571813,0.08419492920689092,0.7106389324391718,0.12531979755241784,27.214413829378685,4.0,-6.884478855296325,0.5624398402984517,0.01935991994877837,1.32859149588973,5.0,-13.383384423965213
Thrissur,Kerala,0,0,0.40324787147932095,0.5261960541406339,0.853010718946541,28.52743702656519,6.0,-11.875957495950898,0.08865483417806612,0.675636041875248,0.12946802004419186,12.735859007962556,5.0,2.7345802670289037,0.5452806122448978,0.018112244897959182,0.5664393001243224,2.0,-4.400057895498625
Kargil,Ladakh,0,0,0.35262329092464695,0.5462469957910182,0.7871355577082302,33.233773945983685,1.0,-14.514144716346816,0.09027777777777778,0.611111111111111,0.13333333333333333,96.9033317289851,2.0,-65.06119981712493,0.7041666666666666,0.0,0.0,1.0,0.0
Lakshadweep District,Lakshadweep,0,0,0.3327449329314612,0.5603841812093897,0.669140278769699,23.92330489786589,1.0,-4.8297115803461805,0.0,0.6472222222222223,0.0,0.5528203450683024,1.0,10.833333333333334,0.5,0.0,0.37796447300922714,1.0,0.0
Bhopal,Madhya Pradesh,0,0,0.43011273877421324,0.5271903110511432,0.8689572551319741,208.72840491293843,4.0,-1.1519178334340305,0.11374262033314118,0.7938142243595274,0.1368510830173496,84.40284979807035,5.0,-20.626109834131547,0.7557395469957807,0.004931769330995274,29.791536177485703,12.0,-26.672171389040077
Dewas,Madhya Pradesh,0,0,0.45307426410133944,0.5125815341576964,0.9236523198526646,325.7934590877459,26.0,9.130898042100728,0.0939412259122845,0.81612117155806,0.11283355607362144,312.6345629258586,31.0,-27.867449666293542,0.7894011360509756,0.0023134130657398192,41.744293049542605,18.0,-41.22986869568871
Indore,Madhya Pradesh,0,0,0.4557962509151041,0.518975377243268,0.9080811738806042,202.43653727542252,2.0,-4.379935582354443,0.1194018902349596,0.84637999916345,0.14068465415168402,150.87471151148273,1.0,-14.420311716441685,0.7639108120495514,0.007978630715289804,71.95866289773875,2.0,-26.613463521262126
Ahmednagar,Maharashtra,0,0,0.3499402162541064,0.5992769379193768,0.6630596249745458,101.6291186552704,6.0,74.26768411653858,0.053055172891935974,0.7813075525634261,0.07173696595262657,95.05045057768119,7.0,72.02085132377806,0.6044145086358346,0.02006492038221859,2.576242146322331,8.0,2.9298894557823143
Akola,Maharashtra,0,0,0.25647438489453245,0.7067220024843026,0.4022902595967776,207.24083363306562,23.0,-9.001047174734065,0.05660096121165235,0.7665785394602977,0.07806973279511614,126.08369930543358,27.0,-24.042300789618878,0.5936790335933901,0.0024381748519679554,17.468593883699654,26.0,-16.897930112215825
Amravati,Maharashtra,0,0,0.26546356045494196,0.7098503991230448,0.3911058494006489,205.74762358623292,9.0,-9.117497877814152,0.06413650096636048,0.8275972847688201,0.07835389109726652,97.74111352410796,23.0,-28.874378798060313,0.654188823375985,0.0013939542940789157,16.489676020286343,22.0,-9.951616039245598
Bhandara,Maharashtra,0,0,0.26408301030627623,0.7123284106444487,0.40305312186181685,95.14759550199598,33.0,-12.064847533246228,0.04179209250662668,0.9032234761475064,0.04774562849403622,68.43951117361728,33.0,-10.133903647462377,0.6499999999999999,0.020833333333333332,0.2724224981659986,34.0,3.125
Buldhana,Maharashtra,0,0,0.2681249255799351,0.6625343574590099,0.46083520202571626,227.45144531410256,15.0,38.94280779401205,0.017180160340837754,0.7857254476715458,0.02124862819641435,153.28629375144033,13.0,77.71115613613848,0.6048755928622574,0.0063802262389512825,36.225570474896664,17.0,-0.9506225836401458
Chandrapur,Maharashtra,0,0,0.2833103689548609,0.6878441508040419,0.44496659226839796,152.74699756452765,18.0,-15.013933972525844,0.04823401052158955,0.8740824572497142,0.05597068712234837,89.41190630059803,19.0,-21.050377078221214,0.6855445646441602,0.009849725711029518,8.866180123610414,27.0,-10.780363808161239
Dhule,Maharashtra,0,0,0.33227874403758195,0.648817268948914,0.5811289687425832,185.87547921197353,21.0,0.563247315566894,0.06452067588923978,0.8502424544655361,0.08940191680424656,74.23457517367915,28.0,-9.38271052911717,0.6765254436284792,0.1520546150853144,47.60731414543915,7.0,10.120478035190922
Gadchiroli,Maharashtra,0,0,0.3057926793136812,0.6810792322084274,0.4650329666144982,207.95483364651534,28.0,-7.502824350986719,0.08346651154964288,0.8647956461481423,0.09703256141241297,78.88014976910655,31.0,6.549912222531769,0.5786458333333333,0.03125,0.4716252334941587,32.0,0.0
Hingoli,Maharashtra,0,0,0.3420984841825014,0.6192376633787998,0.5467658012206017,268.2909749467638,32.0,-2.754520919410113,0.03674843994913199,0.8331929604420953,0.04343509274859389,247.4540579753714,22.0,-16.211044195646238,0.7895310946286492,0.03869569812575814,99.92078868687805,16.0,-6.257370531654033
Jalgaon,Maharashtra,0,0,0.3039277947075732,0.6758639290564639,0.4803296526221564,157.0517972607704,5.0,-4.886182198702679,0.05388912853787557,0.8512956197158966,0.06806908022838697,74.93627881292208,12.0,-16.589411174142523,0.7222517654986718,0.005916661592674608,16.75573085832857,6.0,-15.611501858756228
Jalna,Maharashtra,0,0,0.35231749524187594,0.6180286358526358,0.6325549803040695,201.14747740228376,22.0,5.509518723632004,0.0480429558356909,0.8295960047553973,0.05511105664630858,176.451629343178,25.0,-52.16804416559792,0.713484714873604,0.0,1.6675796251426183,25.0,-17.02017844174707
Kolhapur,Maharashtra,0,0,0.3952709217942524,0.5641723320208221,0.7341512676096282,80.34772876951662,13.0,-10.483843671191021,0.04567931794625754,0.8060276808857572,0.0596150893419541,61.11668310481405,14.0,-16.468375587216677,0.6046137566137566,0.0044444444444444444,0.4989977883981917,21.0,-7.466666666666667
Latur,Maharashtra,0,0,0.2681080478697612,0.7035553649027513,0.3927941058366237,277.4876123090606,16.0,-12.9828159152944,0.080346451204564,0.7774851517902518,0.10128128718978312,293.0845486110571,16.0,-52.72940974091537,0.6461140523505992,0.01170982657347784,29.07811559253002,19.0,-23.512999431334496
Mumbai,Maharashtra,0,0,0.38540717602532254,0.5640426454433022,0.8207440501570259,148.45645759669222,1.0,69.6740879401215,0.0715336828470418,0.7927969585983525,0.08818099044356528,186.51829407169114,3.0,60.609247108596406,0.6535356415217822,0.01998781294754419,50.45453109738728,2.0,3.390913054587555
Nagpur,Maharashtra,0,0,0.30368202781855674,0.6524373015501437,0.4906791454653796,124.10663759570303,7.0,-10.744874197279428,0.09079437215016317,0.7785664328949203,0.11661068561633824,133.42300420876518,11.0,-7.825708834894147,0.6606967784314488,0.013036465871597205,22.2933021531686,11.0,-26.158054488875873
Nanded,Maharashtra,0,0,0.290706753879225,0.682986831868557,0.45446161739882,194.45345957111752,8.0,-10.657791853329343,0.043328232069950234,0.8445117554305969,0.04935430039836561,181.82142758923112,6.0,-29.222461483574644,0.7539700672179299,0.016253790637513674,41.58283372103717,10.0,-21.519503421101245
Nashik,Maharashtra,0,0,0.3415100916764603,0.6425584468665513,0.5574387975046308,204.90654204279338,3.0,-8.49257587647435,0.06381095008904829,0.8373837511443142,0.07551393578445546,165.8313429999079,5.0,-30.844548826421892,0.7274012345195524,0.007467404503453078,35.95301364662324,4.0,-21.497198557304166
Parbhani,Maharashtra,0,0,0.3356977928785108,0.6240422440242172,0.5552952575793986,261.9724812327095,24.0,-9.637703789060488,0.030006054189761558,0.8257427405031629,0.036118187970412524,274.5851157888811,18.0,-57.062484519016486,0.6658000179687149,0.01114460713943918,30.235480003596063,23.0,-11.080451291469041
Pune,Maharashtra,0,0,0.4374827376326331,0.5269603144794556,0.8898680319306707,88.09367175878366,2.0,-10.307481905738118,0.06466464921814512,0.8305852158227068,0.07983506470238114,155.9845277159335,2.0,-18.76336071501175,0.6574316879790053,0.03658935186469698,24.303797480039037,3.0,-26.67719859101909
Raigad,Maharashtra,0,0,0.3516036960529464,0.5681792035179413,0.6473419478514665,134.79837980861114,25.0,85.6580568183767,0.047216296251873305,0.7247306156977782,0.07133610784365005,81.2338825866183,15.0,139.04623842801863,0.559686473784775,0.001824401102790507,38.849692417978524,15.0,-10.8181793858823
Ratnagiri,Maharashtra,0,0,0.3523908963668172,0.5845753885826572,0.6524654048269305,40.92626977258926,30.0,0.3532172221295358,0.05775990815376259,0.7161415365257232,0.08018674163111364,20.46051210874956,30.0,17.54293641362093,0.5757575757575758,0.01515151515151515,0.17649966644079046,31.0,4.545454545454546
Sangli,Maharashtra,0,0,0.36093259299985864,0.601146296178641,0.630993884241042,84.61421103804179,17.0,-13.889629264525576,0.045159327536584366,0.7633980853645025,0.05864069962912895,46.045281360463584,24.0,5.087438312780154,0.6654250217838529,0.009438309003224935,21.545009178789435,18.0,-12.471626936853719
Satara,Maharashtra,0,0,0.40522204531282574,0.537438226859381,0.8094852745415744,54.22083793188552,19.0,-3.7021685192457454,0.043343893948186635,0.7452436709949736,0.062155458585923876,59.014674060273606,21.0,-5.622015605089148,0.5936223013461485,0.014716085635067858,12.903764224825347,24.0,-14.930722588561805
Sindhudurg,Maharashtra,0,0,0.3232423815922488,0.6031167254953168,0.5493313727515238,24.930893669172146,35.0,-10.941338418035603,0.014677879271180704,0.7462106713063651,0.01734105763517528,17.88687483410791,35.0,-9.258904613965084,0.5151515151515151,0.0,0.17741418708619214,35.0,9.090909090909092
Solapur,Maharashtra,0,0,0.4131278170229626,0.5583806980293924,0.869573104293278,94.29971147495243,10.0,-8.423786964336832,0.05268091089805224,0.8553756579623014,0.07441510479449606,125.58670630220631,4.0,-15.28325800624405,0.6758001948876463,0.028560127244557636,12.950749513824604,9.0,-22.201331173036973
Thane,Maharashtra,0,0,0.2752231879030195,0.6867507159331618,0.45030094501285656,136.55844244271728,4.0,-10.219413203241457,0.06162581967469551,0.8257991534435049,0.07312525852273785,187.8753705541128,1.0,-13.297337924904355,0.7412692312294348,0.026044121826170708,59.4043572345375,1.0,-18.603659314553326
Wardha,Maharashtra,0,0,0.28121260826058053,0.6886060826561949,0.4569189472258356,160.18283580702587,31.0,-14.06996327854953,0.05690712755257961,0.7906131288712348,0.07043720285132982,99.39230455688582,34.0,-14.068812861001462,0.59375,0.0,0.09834947405868034,33.0,0.0
Yavatmal,Maharashtra,0,0,0.254851834226507,0.7129181180463958,0.3724806485101475,213.62559757088863,11.0,-10.185730000462167,0.04151206807888846,0.8118337525083793,0.08028246340102439,145.89448089832055,8.0,-19.166587955636963,0.6346570958750734,0.009560564059864836,31.877041625574694,20.0,-17.541361031757386
Chandel,Manipur,0,0,0.4883704911996417,0.4780207578749516,1.0926812247942674,63.41868978739355,8.0,19.127158556153315,0.06158788658788658,0.7505616005616005,0.0725010725010725,70.6944580154217,9.0,-19.838804260420066,0.65625,0.0,4.916443565572927,9.0,-32.0
Jiribam,Manipur,0,0,0.19934159672021423,0.7119586336903807,0.2858401159447039,39.551514377027246,11.0,7.905688274691743,0.13782051282051283,0.7483974358974358,0.16904761904761906,7.10385958779042,11.0,5.555555555555554,0.5,0.0,0.0,10.0,0.0
Ukhrul,Manipur,0,0,0.41818809173372384,0.5200713329239988,0.8326195076813748,105.97072873938284,7.0,30.61032576594628,0.04680205415499533,0.7058356676003735,0.05670792907326865,187.64111206153916,7.0,-54.79555386884875,0.6833333333333332,0.0,2.5448360411214073,8.0,-29.166666666666668
East Garo Hills,Meghalaya,0,0,0.3306495665027429,0.5797805536083278,0.5744352563606219,30.753817825269447,9.0,-17.00265747431573,0.08703703703703704,0.7592592592592593,0.10814072217580989,133.56919968732984,7.0,-37.969875685522,0.672789482094821,0.1968434141190537,165.2478041142722,6.0,-18.240579596394443
East Khasi Hills,Meghalaya,0,0,0.339927975791654,0.5922663656112347,0.6082896949078559,27.56373294794539,2.0,-6.4649453175076435,0.08405539993775289,0.6745808693847911,0.1408085166530482,47.52450379555813,1.0,-26.14358725669339,0.6272180668570917,0.2612432672492154,98.87575699498922,1.0,15.039224413924432
South Garo Hills,Meghalaya,0,0,0.42602610347563796,0.45317053255763184,0.9786082574665182,15.676268367367635,10.0,-19.381417790428465,0.06023391812865497,0.6928362573099414,0.08051470588235295,126.36050590137204,9.0,-50.423028277734105,0.6043397139701522,0.29521810643445273,58.06393508980363,9.0,-17.597590708840688
South West Garo Hills,Meghalaya,0,0,0.4172380642489042,0.5554561936247762,0.7878690401710401,53.65168103522649,5.0,-25.609573570341166,0.06585067319461445,0.8930844553243573,0.07098765432098765,361.4367103072914,6.0,-41.51360590357851,0.7623667052375883,0.13660628063246633,112.17310519518236,8.0,-9.94073347490417
West Garo Hills,Meghalaya,0,0,0.28674941082958566,0.6367477326226112,0.46163095301519436,123.01472213098933,1.0,-18.192952443821625,0.05674064497593909,0.7386955843345295,0.06684514831573654,118.14513528072806,2.0,-49.372900503769586,0.686164482835275,0.26419900804131474,108.38174242169382,3.0,-1.6273312966788864
Lawngtlai,Mizoram,0,0,0.4967052997483327,0.4457061962626906,1.3656172772681845,256.651268177606,5.0,-30.87163692933439,0.05387810710895651,0.9206999647333154,0.0577064856684919,39.20117844082632,4.0,3.863440860215054,0.6521108860086273,0.11573693596723265,32.40465321204968,1.0,-16.59173879392624
Chumoukedima,Nagaland,0,0,0.2899161001680256,0.6877938331731415,0.42086431359879406,6.132911520486309,14.0,7.99929785891383,0.05434782608695652,0.8236714975845411,0.06944444444444445,31.938271762447663,9.0,-2.710167155685962,0.6695402298850575,0.07471264367816093,0.0,14.0,0.0
Dimapur,Nagaland,0,0,0.24588712058824896,0.6981382796015314,0.36931047381308196,92.27623906181448,1.0,-22.432102048613793,0.1632836299502966,0.644925444925445,0.2818627450980392,47.32216231954447,1.0,-38.5898501151394,0.7393653947728931,0.07090861961537574,70.90449563445816,1.0,-6.874221456670027
Kiphire,Nagaland,0,0,0.29212294348209844,0.6921235814052716,0.4243846306550971,153.3331493412131,10.0,-18.477252096919337,0.0,0.9285714285714286,0.0,468.18459486211515,7.0,-49.12398921832884,0.8896358543417366,0.028322440087145972,74.48620348704658,7.0,-54.899817850637525
Kohima,Nagaland,0,0,0.15318244517973315,0.7826981961607681,0.1971055832682135,53.04843687009019,3.0,-15.832720598286043,0.0,0.6849999999999998,0.0,1.9570249831608755,4.0,1.6666666666666656,0.7408211168750748,0.03974280126558395,34.620212326642,3.0,4.714875629603057
Longleng,Nagaland,0,0,0.21322627136728114,0.7009116784474518,0.31971980413358797,50.443449843943185,11.0,-13.598638678720253,0.017857142857142856,0.6309523809523808,0.02040816326530612,0.7605451717074556,12.0,-9.956709956709958,0.8513014434889434,0.022312653562653564,54.667892104452214,8.0,-0.8633868389965969
Mokokchung,Nagaland,0,0,0.24302573607200392,0.6928879490668705,0.3847985306195327,73.71377093815529,6.0,13.546679120359205,0.05555555555555555,0.7,0.07407407407407407,26.181469109166283,5.0,-9.144405729771583,0.517219708396179,0.09313725490196079,26.21742437181503,11.0,-22.146464646464647
Mon,Nagaland,0,0,0.2634089664749375,0.7015717599027443,0.37619261301105733,101.2854382332902,2.0,-6.889295609661465,0.022222222222222223,0.8677350427350429,0.025641025641025644,119.9016573641461,2.0,-52.37335492100336,0.795900700403806,0.03529685118194435,70.47322643351863,2.0,6.667325557826711
Noklak,Nagaland,0,0,0.3018752134949397,0.6345829289801316,0.5023991000839497,20.008644371030844,13.0,-12.666130597389362,0.07407407407407407,0.8148148148148149,0.08333333333333333,0.2300218531141139,13.0,0.0,0.7477390180878553,0.041343669250646,30.949936070597275,12.0,-33.072916666666664
Phek,Nagaland,0,0,0.1701614291884992,0.766684755544078,0.22279230956860696,101.9049199631467,5.0,-22.82566822287036,0.14285714285714285,0.5976190476190475,0.21428571428571427,33.165186634671215,11.0,-9.39071280686188,0.6565676528127121,0.03317718245254478,16.46774113246208,6.0,-16.45091693635383
Tuensang,Nagaland,0,0,0.2168121393389231,0.7048314606638163,0.30235830507510364,84.99374591226025,4.0,-5.178969159740205,0.13471177944862153,0.6165413533834586,0.17804878048780487,26.665316749717277,3.0,-33.9207650273224,0.7524843481670791,0.02050216257043566,47.012063635030806,4.0,-10.730337031465622
Wokha,Nagaland,0,0,0.24602514220862473,0.6926840014226181,0.6562429339205746,142.62807969787283,8.0,-26.346581515016833,0.04,0.7644444444444445,0.04444444444444444,125.42741593441572,8.0,-38.717948717948715,0.6694277108433735,0.04831827309236948,43.10019846518357,10.0,-24.29435483870968
Zunheboto,Nagaland,0,0,0.1321293229419653,0.7296605184685119,0.1715509263871063,128.6079581904476,7.0,-5.8667569424345345,0.023015873015873017,0.7595238095238095,0.024725274725274724,64.60362968974124,6.0,-0.9956644484775143,0.6339285714285715,0.09476190476190477,41.694122978141266,9.0,-26.047209714831492
Anugul,Odisha,0,0,0.40521905473021524,0.4982332188874482,0.9112666094931288,77.69243204727131,18.0,128.4870897807074,0.08973957199835542,0.70246233456319,0.12471103491859,102.6651281227792,19.0,143.34560619975966,0.648865289705626,0.0,0.5852601269879797,19.0,7.3809523809523805
Balangir,Odisha,0,0,0.41493097207156004,0.5177524592357738,0.9048002854467372,141.18443122342677,9.0,131.11660523323064,0.09472858143892048,0.7225066938688027,0.12403783868938861,122.9876816223007,11.0,78.87022519933124,0.6701745692914173,0.013888888888888888,1.493496819288392,5.0,56.59722222222222
Baleswar,Odisha,0,0,0.38800881391983194,0.5221661153766913,0.90230080278776,94.84144522780755,4.0,89.14163632009495,0.0923487674880022,0.6756800508355426,0.13375622234948856,87.86846473409372,3.0,49.55803657515112,0.6307074539217394,0.0,0.8371558495440378,3.0,37.00396825396825
Bargarh,Odisha,0,0,0.4716308608470638,0.4852447161165713,1.156435425600736,105.54169806429866,14.0,21.240957904205132,0.09372284300550812,0.784333685994834,0.11967181701718393,125.7155198501317,15.0,111.9195816492945,0.6774938736477198,0.0,1.4096226529999234,9.0,-22.785291631445478
Boudh,Odisha,0,0,0.40887767835167976,0.5512835913269765,0.8970658911813043,69.98987293304414,28.0,15.667107008561079,0.09770507270507273,0.7145410145410145,0.1423106654727208,55.70055858116338,29.0,-10.795189476219846,0.7239495798319328,0.0,0.8520585953106546,28.0,10.252100840336134
Dhenkanal,Odisha,0,0,0.40967356265922245,0.5341880051050036,0.836609534196909,132.2948131583631,16.0,56.159297039014014,0.11126827903035938,0.7318158506659078,0.14495500276267487,104.89976841224421,21.0,-20.41177273786831,0.697442680776014,0.0,0.34492210478271484,21.0,-3.858024691358025
Ganjam,Odisha,0,0,0.44568661059561593,0.49692878931723833,1.0249051263366473,62.60353064437509,1.0,17.609589996165738,0.08169606520302343,0.7416185565676593,0.10669298672958362,112.45053640633921,1.0,0.4533525708814595,0.6538786075036073,0.0,0.40067074931902646,2.0,-0.5166666666666674
Jagatsinghapur,Odisha,0,0,0.3827158978678812,0.5262549706357307,0.9438052241061352,65.04438649396963,20.0,77.67030099524497,0.08806965703517429,0.6488739549084374,0.15641347796520208,72.59348178917257,25.0,-2.145730335051755,0.5625,0.017543859649122806,0.5438325652835045,16.0,2.0676691729323293
Jajpur,Odisha,0,0,0.4722972418382754,0.44958898369597633,1.2047408752953404,53.31022976846066,11.0,37.05986834305729,0.07780819519046668,0.6722695572265802,0.11232953836669009,57.08012295372034,9.0,5.768617938816052,0.6189942279942279,0.006666666666666667,0.43665248117379046,10.0,12.357142857142856
Kandhamal,Odisha,0,0,0.4223204519911545,0.4976410269287781,0.939584548697646,98.13097652535029,22.0,35.82645211982405,0.11172138966157903,0.6893251351749492,0.15705271200796272,105.62421597128994,18.0,40.91851040930946,0.7494565217391305,0.0,0.2624157403345773,20.0,15.942028985507248
Kendrapara,Odisha,0,0,0.4492639465076758,0.48396995422460964,1.0048645812856714,50.481616306541454,15.0,38.637573720690966,0.06341752048273787,0.7161012639912893,0.0777683118644217,73.48894110482011,14.0,-23.364981729663864,0.6463064713064713,0.0,0.34097457455171076,15.0,6.410256410256409
Khordha,Odisha,0,0,0.32953006262921847,0.5562261653852816,0.6814288727704166,70.20474017264587,5.0,60.52270813365436,0.08112364243943188,0.6406106174527227,0.1157239544081649,88.97648512560399,8.0,17.494778147555813,0.5557486631016042,0.031584224598930476,1.9657940488295438,6.0,-0.7183908045977018
Koraput,Odisha,0,0,0.43891991515382395,0.49823448916228186,1.0220281470194057,188.42927745945266,7.0,126.49239190289205,0.09735167364842405,0.7440363457841496,0.1238383019440753,138.71257688561474,12.0,67.0338141262129,0.7137554112554114,0.0,0.515068748085422,13.0,-8.714285714285714
Mayurbhanj,Odisha,0,0,0.45585098131175267,0.5060639217512041,1.0739768692027944,49.46995951108642,2.0,-19.320226478236954,0.115098397220477,0.764475901206468,0.14635434096411803,107.43060769540347,2.0,-33.77457820423143,0.6862532066428954,0.0,0.6588096854017366,1.0,-4.647831700463281
Puri,Odisha,0,0,0.4220039623527342,0.49655453024781204,0.9263168429510734,83.54843188196604,17.0,85.4232822382136,0.06005842045777663,0.7063482398060006,0.07820917807079109,100.94464664687303,16.0,45.484163741489155,0.6577789169894434,0.0,0.4833500649965322,17.0,-11.638471177944863
