,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
Kaushambi,0.0074822684,-0.004144004,-0.11555261,-0.09219328,0.5165761,-87577.19,-0.1651946
Kendrapara,-0.0033875268,0.0023936566,-0.054342,-0.010271887,0.46170127,12738.953,-0.13384399
Kendujhar,-0.003898851,0.00086760666,-0.06091659,-0.011044101,0.6335226,15249.558,-0.13086267
Khagaria,0.030282527,0.00578259,-0.072644025,-0.03022832,0.51731795,271909.62,-0.09338604
Khammam,0.002438039,0.0024801253,-0.058505215,-0.012342905,0.53462064,56306.125,-0.15141824
Kheda,-0.011241501,0.06325727,-0.10200789,-0.19504358,0.8248339,-70040.97,-0.21684012
Kheri,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Khordha,-0.007152938,0.0047406564,-0.09606771,-0.15909338,0.7217894,-24630.963,-0.20379287
Khunti,0.004403027,0.0004349556,-0.10373388,-0.068519875,0.12757613,-26578.008,-0.14719228
Kinnaur,-0.0017015196,0.00045182472,-0.038498435,-0.006714861,-0.014308303,-6226.999,-0.16402332
Kiphire,0.00033093253,0.0032452936,-0.08539087,-0.094362654,-0.03001652,-35996.77,-0.11649794
Kishanganj,0.0002679134,0.005186037,-0.074119024,-0.011354964,0.96681577,83704.45,-0.0735711
Kishtwar,-0.0034826694,0.0011536938,-0.056046236,-0.0044532507,0.10680779,-5536.346,-0.09744357
Kodagu,-0.0050545684,0.00037526758,-0.033707786,-0.048689596,0.1297197,-16148.839,-0.15112974
Kodarma,0.005417351,0.002504411,-0.065275855,-0.011482664,0.29228395,67787.47,-0.113843806
Kohima,0.012213262,0.024919737,-0.09072708,-0.09412033,-0.09021011,70063.69,-0.14719222
Kokrajhar,0.0019374059,0.06813507,-0.080455035,-0.15351097,0.15224527,-8149.104,-0.15315472
Kolar,-0.012184864,0.0018704755,-0.058574628,-0.016367171,0.5810323,-45665.023,-0.12646888
Kolasib,-0.0022650387,-0.00020201359,-0.079478934,-0.23328981,0.036762323,-27560.344,-0.21692431
Kolhapur,-0.012675703,0.0036937767,-0.047792695,-0.013020419,0.977393,-19754.072,-0.133034
Kolkata,0.021502724,0.07134632,-0.09819858,-0.26365775,0.6193162,113312.56,-0.24134941
Kollam,-0.0017477514,0.006568485,-0.086929545,-0.16352735,0.61177933,23978.518,-0.21472226
Koppal,-0.010944773,0.0021552308,-0.060991086,-0.023819309,0.70582217,-27994.52,-0.11703696
Koraput,0.0013615406,0.0020706193,-0.061198466,-0.0128917815,0.46907336,47337.184,-0.119814806
Korba,-0.0070926314,0.0016110404,-0.062214106,-0.010794976,0.4613558,-15726.799,-0.12346847
Koriya,-0.00044937443,0.0011583903,-0.06185109,-0.010805305,0.16484293,13358.379,-0.12963678
Kota,0.0021518646,0.0054424256,-0.0939689,-0.16645077,0.84548604,66027.39,-0.19697143
Kottayam,-0.0014440505,0.0026979623,-0.03988117,-0.010021506,0.3383725,21191.22,-0.15521528
Kozhikode,0.0025428939,0.007866115,-0.042408656,-0.01072532,0.657083,78787.29,-0.12948085
Krishna,-0.016080743,0.0022696594,-0.048376054,-0.010226442,0.9306862,-51415.98,-0.14162947
Krishnagiri,-0.006111012,0.0014847872,-0.05429805,-0.0075132023,0.59689164,555.19727,-0.12830251
Kulgam,-0.0025176825,0.0010477201,-0.06470487,-0.01399463,0.09265746,-1337.1868,-0.09317908
Kullu,-0.0050552916,0.004729061,-0.09324313,-0.279309,0.211914,-44213.168,-0.25992087
Kupwara,-0.0042629894,0.0027929407,-0.07310093,-0.012312688,0.3150794,-293.8044,-0.090381145
Kurnool,-0.029446842,0.0027589125,-0.053081114,-0.007268268,1.6721147,-100940.92,-0.11938931
Kurukshetra,-0.0063680946,-6.25879e-05,-0.1008619,-0.12224097,0.3600718,-36104.324,-0.1794353
Kurung Kumey,-0.0048385896,-0.00049279875,0.007818011,-0.0054384717,-0.116238214,-1857.1755,-0.033696495
Kushinagar,0.043032967,-0.016800093,-0.11129995,-0.049711917,0.46418816,90636.695,-0.1310012
Lakhimpur,-0.005854321,0.12045799,-0.09319762,-0.24096821,0.49265683,-43050.285,-0.20298363
Lakhisarai,0.012031896,-0.018945102,-0.10851851,-0.04585229,0.059220165,-196607.36,-0.13282654
Lakshadweep,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Lalitpur,0.004344975,0.0065780557,-0.08909471,-0.05867169,0.43407,62797.516,-0.11140958
Latehar,0.0030361963,0.00137432,-0.062862724,-0.017837748,0.21354617,43360.805,-0.11948045
Latur,-0.009518889,0.00404461,-0.10294581,-0.07893659,0.71162647,-165841.28,-0.14855228
Lawangtlai,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Leh (Ladakh),-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Lohardaga,0.009264961,0.012926766,-0.097050786,-0.07268852,0.15217654,70437.6,-0.14562301
Lohit,-0.0011650571,0.0005043409,-0.04727668,-0.007366348,-0.020728892,-2535.552,-0.14759213
Longleng,0.0052386243,0.010313655,-0.08677548,-0.0708473,-0.10497098,-14146.78,-0.14247932
Lower Dibang Valley,-0.0025004335,0.00015836941,-0.02227577,-0.0011563695,-0.04986272,-3098.5698,-0.12197237
Lower Subansiri,-0.0005310079,0.0006259033,-0.06308173,-0.013610105,-0.024859915,-2505.0144,-0.14685047
Lucknow,0.0765889,0.08640657,-0.10616415,-0.09431958,1.0530723,270117.25,-0.15443715
Ludhiana,-0.005426108,0.13287844,-0.08676344,-0.093174525,0.66047394,-451557.4,-0.14278454
Lunglei,-0.003021168,0.007915656,-0.07842869,-0.11586904,0.02680197,-30681.494,-0.14709145
Madhepura,0.03774971,0.0064510736,-0.07388749,-0.016189553,0.5275093,329542.16,-0.09388323
Madhubani,0.104643814,0.11501251,-0.08754778,-0.09656127,0.5403026,499029.12,-0.11340634
Madurai,-0.01912461,0.005283618,-0.09376906,-0.115136996,1.3679068,-61629.05,-0.16568622
Maharajganj,0.086013526,0.04604801,-0.12512457,-0.1117821,-0.30817235,-27532.248,-0.18539068
Mahasamund,-0.0060531544,0.0020302017,-0.06970796,-0.012012508,0.4045485,-8991.648,-0.09115097
Mahbubnagar,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Mahendragarh,-0.009003812,0.0019320785,-0.07277181,-0.014229401,0.38640782,-35531.62,-0.11081926
Mahesana,-0.0219038,0.028641103,-0.10338867,-0.10717677,0.68405575,-266184.66,-0.17956531
Mahoba,0.0035235786,0.0017373845,-0.07237609,-0.012953833,0.25093374,48742.434,-0.10480287
Mainpuri,0.03520288,0.0005257057,-0.11621326,-0.07614293,0.243411,-112488.375,-0.1624225
Malappuram,0.010526875,0.016909737,-0.083909534,-0.051208943,1.4716226,182759.17,-0.12828933
Maldah,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Malkangiri,-0.004538043,0.0004503054,-0.07062963,-0.014008941,0.36315766,-7297.8306,-0.1142823
Mamit,-0.0016613897,0.00055934046,-0.043926943,-0.0060489937,-0.008663893,-4935.952,-0.1514397
Mandi,-0.0097482735,0.0010167236,-0.0419109,-0.005562278,0.3610525,-40588.727,-0.15149748
Mandla,-0.014814441,0.0011962355,-0.064513005,-0.009081693,0.6931471,-56756.7,-0.10533504
Mandsaur,-0.021478537,0.0028792166,-0.055192266,-0.010410498,1.1652677,-71551.16,-0.09994431
Mandya,-0.012008958,0.0024214098,-0.047909666,-0.0060398686,0.50310874,-46721.152,-0.1359999
Mansa,-0.0044216504,0.0008199368,-0.050373185,-0.008201498,0.12082236,-15571.277,-0.12708144
Marigaon,-0.018830651,0.06082084,-0.121101536,-0.21799597,0.6179719,-442764.1,-0.23238854
Mathura,0.050214067,0.0039354507,-0.13252968,-0.20261207,0.5774076,289304.06,-0.248553
Mau,0.046246216,0.0066402284,-0.071455486,-0.019184818,0.26486892,370510.62,-0.11092983
Mayurbhanj,-0.0017846032,0.0029518967,-0.062336244,-0.014009651,0.9814565,52461.727,-0.14357929
Medak,-0.009212,0.003306817,-0.054584265,-0.009736469,1.1477977,12239.399,-0.14539704
Meerut,0.048636686,0.011563796,-0.10178273,-0.048641887,0.74209136,-265669.9,-0.11960036
Mirzapur,0.03518656,0.0049004685,-0.0801748,-0.017120082,0.4372441,294524.03,-0.10948519
Moga,-0.0046837986,0.0015289416,-0.049866535,-0.016956318,0.18404779,-14324.066,-0.14100859
Mokokchung,-0.0015710321,-0.00038373398,-0.07459905,-0.083546706,-0.035421528,-41179.348,-0.13154617
Mon,-0.003175251,0.008713078,-0.08173507,-0.096802205,-0.035773873,-163758.86,-0.124140464
Moradabad,0.01329616,-0.007399327,-0.08798701,-0.042479478,0.701598,-567356.1,-0.093086064
Morena,-0.018331487,0.007242202,-0.10474471,-0.0824903,0.8082035,-1059420.5,-0.13175128
Muktsar,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Mumbai,-0.07687053,0.05038991,-0.10891229,-0.1272142,3.3448992,-1254561.0,-0.20318295
Munger,0.030767191,0.011029092,-0.098955445,-0.06028357,0.058285095,119033.88,-0.12403707
Murshidabad,-0.057308055,0.009860344,-0.061491217,-0.008644461,4.996141,-86992.1,-0.08851902
Muzaffarnagar,0.011441147,0.00024374673,-0.10840107,-0.054378208,0.785347,-117680.72,-0.14219381
Muzaffarpur,0.16720486,0.137429,-0.08418875,-0.072101675,-0.3330938,810052.4,-0.09862999
Nabarangapur,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Nadia,-0.041673932,0.06243967,-0.066011555,-0.09277389,1.8207185,-435478.38,-0.09930668
Nagaon,-0.027121915,0.02181458,-0.11775765,-0.25875977,1.2526206,-468423.5,-0.261404
Nagappattinam,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Nagaur,0.010245849,0.00043562968,-0.10618358,-0.057001498,1.3424221,-118385.57,-0.14355813
Nagpur,-0.030911151,0.013919144,-0.102659725,-0.09165368,1.4128935,-304780.22,-0.16545136
Nainital,0.00064591895,0.020383518,-0.09515028,-0.09894779,0.4153284,39597.945,-0.17900711
Nalanda,0.09439307,-0.009563509,-0.11369805,-0.062274203,-0.14594454,310128.8,-0.15537252
Nalbari,0.008206685,0.034074392,-0.12492488,-0.26251426,0.43864247,98707.6,-0.2999764
Nalgonda,-0.006664477,0.0030921756,-0.05717403,-0.010771533,0.9848286,19989.209,-0.14495938
Namakkal,-0.010700554,0.0011168341,-0.052443713,-0.008172631,0.64864343,-32747.285,-0.14099208
Nanded,-0.019102313,0.015392195,-0.10647503,-0.10205668,1.0349753,-353809.53,-0.17000625
Nandurbar,-0.040193487,-0.027675116,-0.10535118,-0.070493184,0.92102855,-717183.0,-0.15236537
Narayanpur,-2.5115129e-05,0.0012714664,-0.08426458,-0.014655097,0.016376661,9050.481,-0.07637445
Narmada,-0.0046220394,0.0011907851,-0.056423694,-0.012575778,0.1414366,-16055.384,-0.120006435
Nashik,-0.059355505,-0.053308778,-0.14650652,-0.2425414,2.3488033,-1031381.75,-0.31157714
Navsari,-0.006811776,0.015275094,-0.11166787,-0.14956345,0.35265577,-66988.86,-0.21974102
Nawada,0.08869049,-0.011327452,-0.124895334,-0.07682165,-0.15279649,81770.33,-0.17762835
Nayagarh,-0.0050829495,0.001117475,-0.058241602,-0.013858183,0.31348222,-13052.019,-0.14678714
Neemuch,-0.008072926,0.0019236528,-0.06291672,-0.0149688,0.6261304,-10863.254,-0.10910686
New Delhi,-0.02359052,0.035713904,-0.092519805,-0.1669494,0.14007378,-300733.7,-0.19637723
Nicobar,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Nizamabad,-0.016998569,0.0021639944,-0.06064374,-0.011477399,1.025994,-55047.914,-0.13734679
North,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
North & Middle Andaman,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
North 24 Parganas,-0.081575274,0.098678194,-0.08269185,-0.14066705,3.6985927,-1045469.1,-0.15877704
North Goa,-0.0032688396,-0.0012698382,-0.07384489,-0.25171617,0.17937344,-19002.871,-0.21861961
North Tripura,-0.00224417,0.0003220394,-0.10428637,-0.10222869,0.15665126,-48203.746,-0.18358941
Nuapada,-0.0018614735,0.00088956807,-0.07948687,-0.018155888,0.23091151,3476.4062,-0.11525424
Pakur,0.011846554,-0.021332068,-0.11354792,-0.046245877,0.029913591,-288926.7,-0.15162618
Palakkad,-0.005137061,0.007264227,-0.039808296,-0.009164646,0.76481134,28055.502,-0.13853115
Palamu,-0.0017517626,0.0054480326,-0.06521596,-0.01041472,0.9815112,63501.145,-0.08919765
Pali,0.0079626115,0.009965027,-0.08975061,-0.06675099,0.95164895,119075.87,-0.14913559
Palwal,-0.013124536,0.0017748054,-0.07699148,-0.012325256,0.6521294,-46549.26,-0.08534554
Panch Mahals,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Panchkula,-0.005255477,0.00083568785,-0.050095033,-0.0073452923,0.17110427,-20378.61,-0.14083824
Panipat,-0.032139,-0.035630602,-0.10470273,-0.044005103,0.6093102,-482447.4,-0.14106138
Panna,-0.0039306576,0.008163757,-0.10761724,-0.09321691,1.001209,-39019.555,-0.13785104
Papum Pare,0.0006886852,0.00086219225,-0.054513294,-0.011604804,-0.010700238,10959.182,-0.1426301
Parbhani,0.0038813232,0.019481987,-0.1327489,-0.20123519,0.71245235,55784.13,-0.26585737
Pashchim Champaran,0.69790244,0.47720927,-0.10323941,-0.08246526,-2.4409995,3164706.8,-0.13771895
Pashchim Medinipur,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Pashchimi Singhbhum,0.008602885,-0.00086320617,-0.10892194,-0.094009645,1.4856795,-4992.2993,-0.16840932
Patan,-0.041507486,0.10376117,-0.09111657,-0.119811684,0.56451374,-623139.56,-0.15505187
Pathanamthitta,-0.0015064867,0.002359273,-0.032217965,-0.02290465,0.1771202,13243.816,-0.1560646
Patiala,-0.017714746,-0.007656264,-0.10545675,-0.06098234,0.5096022,-268546.44,-0.15492147
Patna,0.19305076,0.18301316,-0.1193241,-0.12485024,-0.4103441,1194982.4,-0.1958535
Perambalur,-0.005766128,0.00071801344,-0.051767368,-0.0077723754,0.2652214,-19433.64,-0.14233258
Peren,0.01155515,0.024168573,-0.049664307,-0.06979392,-0.22050546,77135.76,-0.06756745
Phek,0.009970287,0.014140364,-0.057925057,-0.062181666,-0.1122136,90639.125,-0.10833616
Pilibhit,0.021778451,-0.005112274,-0.08774114,-0.03632881,0.120845914,-333837.97,-0.083829775
Pithoragarh,-0.0036584903,0.0002535251,-0.04506006,-0.025179738,0.1420904,-11254.097,-0.15922402
Porbandar,-0.01096744,0.022407923,-0.09517352,-0.13297641,0.20812595,-143768.78,-0.1772466
Prakasam,-0.013405947,0.006994966,-0.10261225,-0.17051443,1.0317545,-73559.38,-0.21415888
Pratapgarh,0.032480516,0.0074691465,-0.07018084,-0.014993656,1.2457101,327335.22,-0.120874435
Puducherry,-0.007690367,0.0012907152,-0.051353566,-0.015837641,0.32491738,-30256.9,-0.14882626
Pudukkottai,0.0006570358,0.0056766565,-0.09477952,-0.07815135,0.78119767,47965.832,-0.1641917
Pulwama,-0.006089257,0.0012875095,-0.059522513,-0.01065555,0.23928513,-21733.547,-0.12615378
Punch,0.0008069841,0.0064712563,-0.09039877,-0.050352804,0.22193995,27718.3,-0.10188539
Pune,-0.10613525,0.021494627,-0.12739511,-0.18656999,3.620244,-1335421.1,-0.25670636
Purba Champaran,-0.0018675574,0.041683443,-0.15321599,-0.13239017,-0.97970295,-1526365.1,-0.3136926
Purba Medinipur,-0.033858806,0.004303462,-0.05334501,-0.010854148,2.3554406,-91190.09,-0.12695462
Purbi Singhbhum,-0.020220703,-0.014958182,-0.114294805,-0.090277806,0.21250504,-372048.53,-0.20707145
Puri,-0.0055821273,0.0010760078,-0.05353359,-0.00789695,0.44978163,-5840.517,-0.13524519
Puruliya,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Rae Bareli,0.02222616,0.005303021,-0.05904223,-0.01682569,0.81377107,228429.03,-0.122217074
Raichur,-0.0026964003,0.0049822796,-0.08882949,-0.043507896,1.0546556,35143.984,-0.10787984
Raigarh,-0.03418933,-0.030222721,-0.10951188,-0.048501223,0.6377921,-459833.75,-0.1470963
Raipur,-0.007639497,0.006084818,-0.12621169,-0.15000086,0.97066575,-18980.535,-0.24229948
Raisen,-0.004139269,0.014885662,-0.08795747,-0.053232014,0.8738783,33028.42,-0.1140417
Rajgarh,-0.0066075046,0.0011488141,-0.07037273,-0.010733029,0.9628995,18028.953,-0.09121163
Rajkot,-0.03494986,0.14207305,-0.10054167,-0.11250703,1.0144559,-686101.56,-0.16614495
Rajnandgaon,-0.011155734,0.0015535564,-0.06252929,-0.009708417,0.55778855,-37230.67,-0.1024213
Rajouri,-0.0028885298,0.001562432,-0.057906736,-0.007345906,0.27821764,5957.107,-0.11497149
Rajsamand,0.0032158569,0.0022253222,-0.060947638,-0.016641393,0.4318341,58041.484,-0.12519401
Ramanagara,-0.008372375,-0.0021569426,-0.061185453,-0.05816168,-0.06916699,-67494.17,-0.0023898906
Ramanathapuram,-0.002796366,0.0011299603,-0.09955471,-0.1660376,0.4985891,-6192.6465,-0.22168237
Ramban,-0.00041906012,0.0015703406,-0.0493832,-0.0010978361,0.13854674,21748.445,-0.096602574
Ramgarh,0.0039365827,0.0018269242,-0.050249096,-0.020328443,0.24909514,54858.44,-0.13940625
Ranchi,0.0040040067,0.061895154,-0.10192768,-0.097719066,1.0788159,-97384.78,-0.15187958
Rangareddy,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Ratlam,-0.009143538,0.004020874,-0.06237504,-0.01780729,0.9664971,6100.4307,-0.09216491
Ratnagiri,-0.0073545333,0.0014537832,-0.04129592,-0.0070982715,0.33502617,-23593.531,-0.14917909
Rayagada,-0.0025351793,0.0007870801,-0.06101058,-0.010419663,0.35764444,9416.116,-0.12476119
Reasi,0.0004896659,0.0014934817,-0.05505629,-0.0067799506,0.11722022,22014.146,-0.11645375
Rewa,-0.018334813,0.0029911904,-0.06595725,-0.009463048,1.4401536,-34921.152,-0.09989584
Rewari,-0.008265806,0.0011860814,-0.05883759,-0.009812846,0.34203842,-32406.66,-0.12916383
Ri Bhoi,-0.04947989,0.7501263,0.06312474,-0.3211056,0.22162198,133032.98,0.027017005
Rohtak,-0.005960492,0.006133944,-0.09762647,-0.106702305,0.39775935,-39532.45,-0.17312388
Rohtas,0.046064895,0.0071322047,-0.061732575,-0.014280957,0.25426286,372765.06,-0.10663592
Rudraprayag,-0.003586864,0.0006379219,-0.05100333,-0.007919515,0.10906166,-13125.847,-0.14674208
Rupnagar,-0.0050018313,0.00059528893,-0.046107695,-0.007152327,0.15040798,-20071.09,-0.14508252
Sabar Kantha,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Sagar,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Saharanpur,0.0009664158,-0.027594322,-0.10445891,-0.044022575,1.1359481,-443900.78,-0.12268264
Saharsa,0.04829912,0.010411557,-0.09688783,-0.045732867,0.43557474,178483.0,-0.10144217
Sahibganj,0.016374078,0.0044083614,-0.06826006,-0.0136353485,0.52830046,163153.19,-0.11048443
Sahibzada Ajit Singh Nagar,-0.00069886335,0.008339218,-0.08635205,-0.05471258,0.3501192,17172.652,-0.15726812
Saiha,-0.0011933487,0.014703617,-0.086025245,-0.2545113,0.048056226,-13905.322,-0.22150716
Salem,-0.009819074,0.012899772,-0.09063614,-0.13579752,1.2346808,-5628.425,-0.1807195
Samastipur,0.03945301,-0.0058254255,-0.10085448,-0.03941992,1.481673,235410.89,-0.115652144
Samba,-0.0030381423,0.00075954455,-0.044776384,-0.0060624294,0.044652015,-9893.368,-0.13911499
Sambalpur,-0.0054980535,0.0008605914,-0.060693342,-0.012037237,0.33105928,-16022.539,-0.14330643
Sangli,-0.019890657,-0.011087424,-0.11451572,-0.09800172,0.70835054,-371882.03,-0.19930017
Sangrur,-0.003301102,0.0050683217,-0.09530193,-0.0691123,0.2988869,-10201.03,-0.16520035
Sant Kabir Nagar,0.027172124,0.005423773,-0.06790462,-0.016867233,0.3200359,234805.38,-0.10580932
Sant Ravi Das Nagar(Bhadohi),-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Saraikela-Kharsawan,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Satara,-0.010646957,0.009635078,-0.10128372,-0.08527513,0.6574769,-113708.41,-0.17443696
Satna,-0.02453844,0.0035833158,-0.09678422,-0.05159917,1.655865,-168303.12,-0.1090124
Sawai Madhopur,-0.008322706,-0.013705747,-0.10491393,-0.04218986,0.653943,-171176.08,-0.13774003
Sehore,-0.028446345,-0.029675543,-0.11046736,-0.049802307,0.7103277,-438846.16,-0.15356612
Senapati,0.004621009,0.0018026691,-0.057164468,-0.011313447,0.06050851,45785.67,-0.13709547
Seoni,-0.016032238,0.00071903394,-0.07038369,-0.011440791,0.8485006,-59576.324,-0.10038402
Serchhip,-0.0010102104,0.00012878388,-0.060807068,-0.030412069,-0.026552327,-4869.3335,-0.14517517
Shahdol,-0.0072979834,0.0024613172,-0.06075902,-0.008715191,0.63295865,-1956.723,-0.09819242
Shahid Bhagat Singh Nagar,-0.004467026,0.0014623685,-0.03933591,-0.0069734557,0.12506442,-15253.292,-0.149072
Shahjahanpur,0.026565704,-0.030881533,-0.12338473,-0.06853608,0.036738567,-1104355.4,-0.16822548
Shajapur,-0.011274491,0.0019306091,-0.06541088,-0.016029969,0.91240436,-18560.27,-0.11038289
Sheikhpura,0.01691318,0.0033001064,-0.06721133,-0.013746876,0.103431225,142616.38,-0.10801614
Sheohar,0.0055918577,0.0022057376,-0.06949629,-0.012389042,0.24566421,67383.57,-0.10299433
Sheopur,0.008847057,-0.012090146,-0.10719133,-0.074013464,0.14732257,-228668.53,-0.1258653
Shimla,-0.005398847,0.0012718007,-0.038740743,-0.004545144,0.19751094,-17077.168,-0.14953089
Shivpuri,0.022140432,0.05078461,-0.10016327,-0.10517574,0.6963768,27062.6,-0.13711111
Siddharth Nagar,0.08683712,0.066769645,-0.10458479,-0.06451934,-0.23077033,59344.082,-0.12763391
Sidhi,-0.013124097,0.0021358929,-0.068907484,-0.010909024,0.83543265,-31547.121,-0.0836656
Sikar,-0.0026911795,0.0035864343,-0.116016895,-0.10130818,1.2228488,-54372.59,-0.18988918
Simdega,0.00031395804,0.0016549238,-0.071181394,-0.012972565,0.18795702,21307.379,-0.10949801
Sindhudurg,-0.0049444987,0.0012485008,-0.040069055,-0.0054153735,0.1440472,-18684.854,-0.15545452
Singrauli,-0.01034428,0.0019932494,-0.062486317,-0.016782777,0.8146264,-10474.09,-0.087266736
Sirmaur,-0.0063144206,0.00036471407,-0.049953125,-0.020945001,0.20494543,-25544.46,-0.13879862
Sirohi,0.008271712,0.01722197,-0.11753089,-0.09795817,0.3283012,-338570.75,-0.17884164
Sirsa,-0.01094171,0.0011949282,-0.061822988,-0.009778557,0.47106776,-43893.348,-0.12152705
Sitamarhi,0.09161975,0.5097606,-0.0824584,-0.13406873,-0.41824868,-470210.0,-0.113353096
Sitapur,0.043749336,-0.004619358,-0.12072498,-0.07084474,0.51791686,-956418.0,-0.16436149
Sivaganga,-0.0043704696,0.00071793323,-0.09987879,-0.11657954,0.56407595,-11501.005,-0.19643815
Sivasagar,-0.0038596806,0.14020208,-0.097935244,-0.31318942,0.31394407,94014.1,-0.2714161
Siwan,0.08603167,0.018527595,-0.101095356,-0.052108534,0.44802493,561265.75,-0.128373
Solan,-0.0048762723,0.0007661486,-0.043225553,-0.004812811,0.13853888,-18350.209,-0.14559214
Solapur,-0.0017048089,0.03948948,-0.092649676,-0.098571844,1.1991167,5938.336,-0.15159908
Sonbhadra,0.012570038,0.0025455707,-0.074342035,-0.015721066,0.39039135,121536.83,-0.11775571
Sonipat,-0.009754134,0.00276241,-0.0973998,-0.0711465,0.5988432,-54468.848,-0.15331684
Sonitpur,-0.0040198863,0.0689816,-0.12625566,-0.2805809,0.8347681,-88744.87,-0.28899845
South,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
South 24 Parganas,0.003263506,0.017511886,-0.085749514,-0.061162394,4.3333783,260836.58,-0.11239685
South Andaman,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
South Garo Hills,0.0045156875,0.3148039,0.037980996,-0.3006863,-0.16928507,347563.75,-0.0027693755
South Goa,-0.0041721985,-0.00031713946,-0.021086829,-0.07693488,0.07798379,-7440.445,-0.1467289
South Tripura,0.0019720003,0.0014048929,-0.057226606,-0.008207114,0.16499981,33357.92,-0.12391055
Sri Potti Sriramulu Nellore,-0.009378025,0.047584884,-0.09798654,-0.20370694,0.823128,-128588.875,-0.2253938
Srikakulam,-0.013883755,0.0009880185,-0.04649596,-0.0078996485,0.61746156,-55895.645,-0.14581452
Srinagar,-0.008708847,0.0049333456,-0.0516842,-0.00849309,0.41996428,-22616.275,-0.117748804
Subarnapur,-0.0037010973,0.00070334075,-0.06249548,-0.012996595,0.23745742,-9513.835,-0.14405446
Sultanpur,0.041956127,0.01799647,-0.10782968,-0.064564005,0.42410493,153137.62,-0.14627536
Sundargarh,-0.006217493,0.0012634653,-0.054265015,-0.010502499,0.59586734,-4457.6333,-0.15083161
Supaul,0.034862295,0.011525632,-0.05503138,-0.017042512,0.69118077,336297.72,-0.081398785
Surat,0.007168833,0.09831966,-0.10023484,-0.0813515,1.337563,-451884.0,-0.15072036
Surendranagar,-0.017084608,0.03685575,-0.107400544,-0.12464104,0.7230681,-305606.28,-0.19121552
Surguja,-0.004456277,0.0013757858,-0.06817289,-0.011617958,0.4099029,-523.01984,-0.11132734
Tamenglong,0.0047188518,0.0013464396,-0.056113385,-0.038188018,-0.010465752,45549.383,-0.12541494
Tapi,-0.003653374,0.007023201,-0.0845067,-0.12161229,0.2980887,-6493.0527,-0.1840113
Tarn Taran,-0.012927265,-0.0054498846,-0.105843216,-0.059295133,0.4149304,-138480.69,-0.16491106
Tawang,-0.0014515822,0.00055197877,-0.047603402,-0.0106087,-0.023222392,-4807.64,-0.14682707
Tehri Garhwal,-0.0064434945,0.001126141,-0.054442246,-0.008720841,0.3527917,-18067.555,-0.13478613
Thane,0.026081242,0.058243506,-0.119799025,-0.15182193,1.9531113,-923273.8,-0.21328126
Thanjavur,-0.0026632317,0.0018221017,-0.09758588,-0.1598337,0.9043115,23975.223,-0.23058319
The Dangs,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
The Nilgiris,-0.001263802,0.0010103629,-0.045352202,-0.006861015,0.16497254,7887.884,-0.15603988
Theni,-0.00574314,0.0011425032,-0.055883385,-0.00857868,0.41478205,-9240.245,-0.13213643
Thiruvallur,-0.00014981486,-0.00033058078,0.012594993,-0.001169149,0.00776869,-3591.1045,-0.32131004
Thiruvananthapuram,-0.009887694,0.026424868,-0.06936043,-0.21930054,0.7870655,-16999.76,-0.18735828
